Distrito Geografico,Nombre Escuela,Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Cantidad Gastada a la Fecha
9,P.S. 110 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1080486,122814.0,-88.84,909.0,120612.0
9,P.S. 110 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,313200,281947.0,-99.12,299.0,2747.0
9,P.S. 110 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,124179,98818.0,-65.05,299.0,43404.0
9,P.S. 114 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,239888,218456.0,-98.71,299.0,3088.0
9,P.S. 114 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,77640,58191.0,-53.82,299.0,35856.0
9,I.S. 117 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,518980,396680.0,-27.96,729.0,373891.0
9,I.S. 339 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,574142,551412.0,-93.75,364.0,35912.0
9,I.S. 339 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,106414,88839.0,-79.91,364.0,21379.0
9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Construction,In-Progress,917879,824587.0,-76.6,364.0,214827.0
9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,"CM,F&E",In-Progress,170124,121764.0,-39.9,364.0,102240.0
9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,81830,81830.0,-72.8,137.0,22257.0
9,I.S. 219 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,983748,966225.0,-24.39,364.0,743805.0
9,I.S. 219 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,"CM,F&E",In-Progress,67074,98036.0,-13.02,364.0,58344.0
9,I.S. 215 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,In-Progress,143830,164025.0,-93.53,139.0,9307.0
9,P.S./I.S. 218 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,467092,181570.0,-61.35,539.0,180513.0
9,P.S./I.S. 218 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,257520,229765.0,-99.11,364.0,2297.0
9,P.S./I.S. 218 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,83489,61444.0,-55.12,364.0,37468.0
9,BRONX INTERNATIONAL - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Construction,In-Progress,3900656,3575696.0,-98.33,719.0,65158.0
9,BRONX INTERNATIONAL - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,257995,117396.0,-70.82,719.0,75290.0
9,HS OF BUSINESS - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,677440,608512.0,-99.17,364.0,5609.0
9,HS OF BUSINESS - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,125560,86900.0,-89.83,364.0,12765.0
9,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,653250,653250.0,-97.74,158.0,14788.0
9,I.S. 241 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,636178,188603.0,-74.23,1079.0,163922.0
9,I.S. 241 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,216439,191206.0,-48.72,299.0,110987.0
9,I.S. 241 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,134916,124849.0,-22.52,299.0,104538.0
9,HIGHBRIDGE ADVISORY COUNCIL - BRONX,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Construction,In-Progress,2410555,2327651.0,-90.8,546.0,221797.0
9,HIGHBRIDGE ADVISORY COUNCIL - BRONX,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,"CM,F&E",In-Progress,175599,255150.0,-22.04,546.0,136902.0
10,P.S. 3 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,258910,225430.0,-35.62,299.0,166694.0
10,P.S. 3 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,177762,158411.0,-43.2,299.0,100970.0
10,P.S. 8 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,18183,18183.0,-88.68,182.0,2058.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1091977,728665.0,-33.51,719.0,726094.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,6620774,6245447.0,-75.79,729.0,1602800.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,465813,339037.0,-82.14,729.0,83208.0
10,P.S. 15 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,316445,275525.0,-36.35,299.0,201432.0
10,P.S. 15 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,146983,127601.0,-79.7,299.0,29843.0
10,X168 SPED - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,550000,445318.0,-79.51,299.0,112693.0
10,P.S. 23 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,214020,186345.0,-99.77,299.0,498.0
10,P.S. 23 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,39668,31739.0,-62.95,299.0,14696.0
10,P.S. 24 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,4882259,4442414.0,-77.95,729.0,1076672.0
10,I.S. 390 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,148934,148934.0,-46.89,189.0,79093.0
10,I.S. 390 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,119124,206041.0,-11.06,153.0,105950.0
10,P.S. 32 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,In-Progress,185539,185539.0,-97.97,139.0,3769.0
10,X188 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,300491,276019.0,-20.66,364.0,238398.0
10,X188 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,192788,164247.0,-31.3,364.0,132439.0
10,P.S. 37 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,352000,238328.0,-45.34,299.0,192409.0
10,P.S. 37 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,"CM,F&E",In-Progress,144549,155560.0,-34.39,299.0,94835.0
10,P.S. 54 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,In-Progress,18000,67102.0,-73.9,139.0,4698.0
10,P.S. 54 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,352000,189375.0,-99.86,299.0,498.0
10,P.S. 54 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,"CM,F&E",In-Progress,24000,29355.0,-49.86,299.0,12034.0
10,P.S. 382 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Construction,In-Progress,808520,754850.0,-66.77,539.0,268685.0
10,P.S. 382 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",In-Progress,149855,103314.0,-46.37,539.0,80361.0
10,I.S. 447 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,419720,347301.0,-52.81,269.0,198085.0
10,SCHOOL FOR ENVIR CITIZEN - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,1206575,1123828.0,-98.25,364.0,21111.0
10,SCHOOL FOR ENVIR CITIZEN - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,82267,123803.0,-49.94,364.0,41182.0
10,P.S. 280 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,623060,125362.0,-81.02,791.0,118236.0
10,P.S. 81 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,407999,345556.0,-19.24,299.0,329511.0
10,P.S. 85 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,15352,15352.0,-73.19,179.0,4116.0
10,P.S. 86 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,810742,273738.0,-69.14,729.0,250222.0
10,P.S. 86 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,15865,15865.0,-71.89,181.0,4459.0
10,P.S. 91 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,In-Progress,422700,338104.0,-80.78,139.0,81227.0
10,P.S. 94 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,15912,15912.0,-84.25,182.0,2506.0
10,M.S. 363 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,547679,101893.0,-92.37,729.0,41807.0
10,I.S. 118 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Construction,In-Progress,1797840,724556.0,-71.46,299.0,513035.0
10,I.S. 118 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,"CM,F&E",In-Progress,140624,84439.0,-60.13,299.0,56061.0
10,I.S. 391 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,2575125,2507766.0,-83.9,729.0,414643.0
10,I.S. 391 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,160230,55636.0,-65.89,729.0,54650.0
10,I.S. 391 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,352000,223276.0,-99.21,299.0,2776.0
10,I.S. 391 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,"CM,F&E",In-Progress,45913,43866.0,-46.93,299.0,24366.0
10,I.S. 206B - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,165134,161195.0,-18.33,364.0,134857.0
10,I.S. 206B - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,129628,129545.0,-24.16,364.0,98311.0
10,P.S. 279 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,In-Progress,361013,361013.0,-64.13,141.0,129480.0
10,P.S. 306 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1210860,716565.0,-41.22,809.0,711704.0
10,P.S. 306 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,363775,335598.0,-18.69,364.0,295798.0
10,P.S. 306 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,260621,222011.0,-27.99,364.0,187671.0
10,M.S./H.S. 368 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,86105,86105.0,-44.68,156.0,47635.0
10,M.S./H.S. 342 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,2954624,1023596.0,-65.75,1094.0,1011851.0
10,FORDHAM HS FOR THE ARTS - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,1563310,183641.0,-96.35,1094.0,57049.0
10,P.S. @ 3850 REVIEW PLACE - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Construction,In-Progress,4752000,4330151.0,-98.47,269.0,72674.0
10,P.S. @ 3850 REVIEW PLACE - BRONX,Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",In-Progress,295680,62444.0,-78.88,269.0,62444.0
10,P.S. 315 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,1056000,613872.0,-99.53,299.0,4995.0
10,P.S. 315 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,72000,69897.0,-51.69,299.0,34781.0
10,P.S. 226 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,14872,14872.0,-84.82,182.0,2257.0
10,P.S. 59 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,2473592,2543682.0,-63.96,449.0,891586.0
10,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,355133,355133.0,-98.16,188.0,6545.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Construction,In-Progress,2032570,888104.0,-57.47,719.0,864361.0
10,P.S. 9 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",In-Progress,126471,23057.0,-82.14,719.0,22589.0
11,X012 SPED - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,40860,36450.0,-74.02,136.0,10617.0
11,X012 SPED - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,5787,1572.0,-72.84,123.0,1572.0
11,P.S. 19 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,7033353,6433985.0,-98.41,629.0,112056.0
11,P.S. 19 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,570060,88936.0,-92.59,629.0,42267.0
11,P.S. 41 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,440000,220890.0,-53.63,299.0,204028.0
11,P.S. 68 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,202420,183350.0,-98.59,299.0,2850.0
11,P.S. 68 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,66758,57131.0,-38.18,299.0,41267.0
11,P.S. 76 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Construction,In-Progress,927594,911219.0,-91.44,269.0,79411.0
11,P.S. 76 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,171924,125878.0,-80.57,269.0,33402.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,319000,288345.0,-51.17,299.0,155760.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,201639,181254.0,-26.82,299.0,147569.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,842138,464383.0,-44.91,819.0,463953.0
11,P.S. 96 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,322417,293994.0,-80.59,364.0,62588.0
11,P.S. 97 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,In-Progress,39000,1155.0,-97.04,141.0,1155.0
11,P.S. 105 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,695712,695712.0,-70.29,173.0,206718.0
11,P.S. 106 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,2170514,1985880.0,-99.75,599.0,5365.0
11,P.S. 106 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,135054,60336.0,-82.45,599.0,23697.0
11,P.S. 111 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,530877,530877.0,-99.0,157.0,5307.0
11,SCHOOL OF DIPLOMACY,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1912890,638443.0,-66.95,809.0,632289.0
11,SCHOOL OF DIPLOMACY,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,2683165,2598180.0,-98.18,569.0,48725.0
11,SCHOOL OF DIPLOMACY,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,182944,39947.0,-88.99,569.0,20137.0
11,I.S. 127 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,672210,402103.0,-41.89,729.0,390613.0
11,I.S. 127 - BRONX,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,In-Progress,20000,20000.0,-98.74,141.0,252.0
11,I.S. 556 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,555705,320158.0,-42.52,629.0,319395.0
11,I.S. 529 - BRONX,Proyecto de Mejoramiento General (CIP),Transformaciones internas,"CM,F&E",In-Progress,669060,512904.0,-23.7,539.0,510518.0
11,I.S. 529 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1884057,514753.0,-72.76,729.0,513176.0
11,BRONX ALLIANCE MIDDLE SCHOOL,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,112526,85650.0,-68.76,136.0,35149.0
11,P.S. 153 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1894858,463590.0,-75.75,819.0,459555.0
11,P.S. 153 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,243600,226960.0,-49.94,299.0,121947.0
11,P.S. 153 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,187419,173893.0,-27.23,299.0,136384.0
11,P.S. 160 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,302971,111693.0,-79.72,269.0,61457.0
11,P.S. 175 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,229100,206572.0,-46.76,299.0,121984.0
11,P.S. 175 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,127985,118338.0,-22.03,299.0,99784.0
11,P.S. 175 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Construction,In-Progress,3292915,3113349.0,-88.06,539.0,393080.0
11,P.S. 175 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,249392,144472.0,-43.58,539.0,140705.0
11,P.S. 178 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,7684875,7030664.0,-76.25,559.0,1825227.0
11,P.S. 178 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,478170,182214.0,-62.94,559.0,177207.0
11,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,528000,285830.0,-99.67,269.0,1729.0
11,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,128751,124590.0,-78.7,269.0,27420.0
11,ACADEMY FOR SCHOLARSHIP AND ENTR - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,174481,152864.0,-64.06,299.0,62703.0
11,ACADEMY FOR SCHOLARSHIP AND ENTR - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,197884,189851.0,-34.18,299.0,130244.0
11,BRONX LAB SCHOOL - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,449400,263376.0,-41.95,729.0,260858.0
11,X176 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,3499300,422187.0,-88.04,899.0,418575.0
11,HS OF COMPUTERS & TECHNOLOGY - X,Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",In-Progress,1223173,609190.0,-50.72,749.0,602763.0
11,HARRY S. TRUMAN HS - X,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1433884,376114.0,-74.13,749.0,370981.0
11,HARRY S. TRUMAN HS - X,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,822360,185514.0,-77.71,819.0,183281.0
11,P.S. / I.S. 498 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,2768198,2507695.0,-13.76,539.0,2387388.0
11,X721 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,18000,31313.0,-86.23,135.0,2478.0
11,X721 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,260420,234990.0,-42.65,299.0,149353.0
11,X721 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,164056,165980.0,-28.74,299.0,116906.0
11,P.S. 83 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,658732,66132.0,-90.13,819.0,64991.0
12,P.S. 44 - BRONX,Proyecto de Mejoramiento General (CIP),Otro,Construction,In-Progress,1736438,1603267.0,-70.26,449.0,516415.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,944363,577345.0,-42.61,729.0,542006.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,408320,370258.0,-99.31,364.0,2818.0
12,P.S. 47 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,75680,47590.0,-87.35,364.0,9574.0
12,FAIRMONT NEIGHBORHOOD SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,274326,248993.0,-28.63,299.0,195789.0
12,P.S. 57 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,249400,230180.0,-98.87,299.0,2830.0
12,P.S. 57 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,46225,30936.0,-83.31,299.0,7716.0
12,P.S. 61 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,4640625,4857487.0,-62.2,729.0,1754025.0
12,P.S. 61 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,288750,204914.0,-30.16,729.0,201655.0
12,P.S. 66 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,613177,863498.0,-86.33,274.0,83848.0
12,P.S. 67 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Construction,In-Progress,793858,842192.0,-68.78,268.0,247820.0
12,P.S. 67 - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,147137,146739.0,-27.44,268.0,106756.0
12,X811 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,416440,371443.0,-99.43,299.0,2353.0
12,X811 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,77185,39736.0,-98.89,299.0,854.0
12,X352 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,20000,38323.0,-80.38,139.0,3923.0
12,X352 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,283040,253813.0,-99.69,299.0,873.0
12,X352 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,52460,28525.0,-96.07,299.0,2063.0
12,I.S. 98 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,679175,323508.0,-61.93,729.0,258584.0
12,METROPOLITAN HS - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,93943,93943.0,-55.72,138.0,41599.0
12,I.S. 217 - BRONX,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,71439,71439.0,-64.11,139.0,25636.0
12,I.S. 129 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,645695,208356.0,-67.73,729.0,208356.0
12,P.S. 134 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,22176,22176.0,-95.11,182.0,1085.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,647774,612453.0,-70.95,729.0,188195.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,424270,377668.0,-99.57,299.0,1810.0
12,X186 SPED - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,122179,88379.0,-95.72,299.0,5226.0
12,P.S. 150 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,21545,21545.0,-96.54,182.0,746.0
12,P.S. 150 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,832230,788047.0,-74.81,269.0,209662.0
12,P.S. 150 - BRONX,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,"CM,F&E",In-Progress,56743,76974.0,-68.7,269.0,17761.0
12,P.S. 214 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,718463,660247.0,-97.59,364.0,17286.0
12,P.S. 214 - BRONX,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,133163,98154.0,-87.04,364.0,17258.0
12,P.S. 214 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,308370,280609.0,-27.93,299.0,222231.0
12,P.S. 211 - BRONX,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,302384,283647.0,-26.09,299.0,223488.0
12,P.S. 211 - BRONX,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Construction,In-Progress,3501726,3242312.0,-98.39,544.0,56442.0
12,P.S. 211 - BRONX,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,"CM,F&E",In-Progress,225439,61492.0,-78.59,544.0,48269.0
