Distrito Geografico,Nombre Escuela,Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Cantidad Gastada a la Fecha
18,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,73510,57327.0,-93.44,139.0,4825.0
18,P.S. 244 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,In-Progress,57000,61714.0,-39.25,154.0,34625.0
18,MIDDLE SCHOOL FOR ART & PHILOS - K,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,In-Progress,15000,54675.0,-68.97,138.0,4655.0
18,P.S. 268 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1023032,420336.0,-62.69,729.0,381684.0
18,P.S. 272 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transporte / movilidad,Construction,In-Progress,1012000,555835.0,-99.26,329.0,7532.0
18,P.S. 272 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transporte / movilidad,"CM,F&E",In-Progress,69000,61967.0,-88.98,329.0,7606.0
18,P.S. 276 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,44958,36429.0,-97.69,140.0,1039.0
18,P.S. 279 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,873750,790102.0,-30.57,359.0,606624.0
18,P.S. 279 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,202500,119000.0,-42.38,359.0,116689.0
18,I.S. 285 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,125658,102909.0,-65.44,156.0,43425.0
18,IT TAKES A VILLAGE ACADEMY - K,Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",In-Progress,1645000,761125.0,-54.59,729.0,746961.0
18,KURT HAHN EXPED LEARNING SCH - K,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,29640,22865.0,-87.22,154.0,3789.0
18,IT TAKES A VILLAGE ACADEMY - K,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,29640,23042.0,-22.26,154.0,23042.0
18,HS FOR INNOVATION IN AD - BKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1483258,388925.0,-75.57,899.0,362340.0
18,BROOKLYN THEATRE ARTS H.S. - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,6655500,5990442.0,-83.36,539.0,1107360.0
18,BROOKLYN THEATRE ARTS H.S. - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,414120,154242.0,-62.8,539.0,154053.0
18,DISTRICT OFFICE #18 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,3960743,3538066.0,-48.31,729.0,2047176.0
18,DISTRICT OFFICE #18 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,465242,137277.0,-70.6,729.0,136792.0
18,P.S. 235 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,4084529,3931013.0,-96.13,899.0,158074.0
18,P.S. 235 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,321597,136764.0,-77.35,899.0,72828.0
18,P.S. 219 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,3663000,3384381.0,-29.16,729.0,2594772.0
19,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,3485301,3512883.0,-97.24,509.0,96259.0
19,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,216863,37880.0,-82.53,509.0,37880.0
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,329997,297143.0,-99.34,329.0,2163.0
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,61163,35609.0,-91.84,329.0,4992.0
19,I.S. 171 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,4237875,3852823.0,-79.45,659.0,871031.0
19,I.S. 171 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,263690,112544.0,-57.32,659.0,112544.0
19,BROOKLYN GARDENS ELEMENTARY SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,299883,271155.0,-99.29,329.0,2135.0
19,BROOKLYN GARDENS ELEMENTARY SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,55582,32596.0,-91.59,329.0,4676.0
19,P.S. 202 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1800800,331262.0,-82.94,869.0,307195.0
19,P.S. 213 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,254893,229895.0,-41.39,329.0,149390.0
19,P.S. 213 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,108028,90831.0,-20.53,329.0,85855.0
19,P.S. 214 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,1199985,674799.0,-44.43,449.0,666876.0
19,P.S. 224 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,785679,74474.0,-90.72,899.0,72919.0
19,P.S. 224 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,443050,402836.0,-41.73,329.0,258181.0
19,P.S. 224 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,116757,80528.0,-45.66,329.0,63440.0
19,P.S. 273 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,"CM,F&E",In-Progress,767134,342108.0,-58.21,729.0,320575.0
19,LIBERTY AVENUE MIDDLE SCHOOL,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,678600,617416.0,-99.59,399.0,2772.0
19,LIBERTY AVENUE MIDDLE SCHOOL,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,125775,85060.0,-93.03,399.0,8761.0
19,VISTA ACADEMY - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,836000,661090.0,-50.35,299.0,415043.0
19,P.S. 306 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1001893,232705.0,-78.05,729.0,219937.0
19,P.S. 345 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,563015,495986.0,-12.44,539.0,492961.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,975198,775015.0,-21.29,629.0,767575.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,294292,261197.0,-98.98,329.0,2997.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,54546,32576.0,-90.71,329.0,5067.0
19,I.S. 452,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,880000,569474.0,-78.55,329.0,188760.0
19,I.S. 452,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,60000,58981.0,-62.38,329.0,22574.0
19,BROOKLYN LAB SCHOOL - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,247044,239021.0,-33.03,329.0,165449.0
19,BROOKLYN LAB SCHOOL - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,140642,138171.0,-30.51,329.0,97728.0
19,WORLD ACAD FOR COMMUNITY HEALTH-K,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Construction,In-Progress,1784836,1710066.0,-79.45,499.0,366832.0
19,HIGH SCHOOL FOR CIVIL RIGHTS - K,Proyecto de Mejoramiento General (CIP),Otro,"CM,F&E",In-Progress,3843000,683246.0,-92.67,629.0,281526.0
19,HIGH SCHOOL FOR CIVIL RIGHTS - K,Proyecto de Mejoramiento General (CIP),Otro,Construction,In-Progress,2165888,2566504.0,-72.72,179.0,590956.0
19,E NY VOC HS OF TRANSIT TECH.-K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,2043050,627952.0,-69.53,729.0,622495.0
19,P.S. 65 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,38191,48158.0,-97.56,141.0,933.0
19,P.S. 149 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,2643522,2393976.0,-46.17,449.0,1422917.0
19,P.S. 149 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,341117,134149.0,-61.16,449.0,132486.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,4047144,3894593.0,-99.85,729.0,6075.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,512852,378970.0,-93.95,729.0,31052.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,214442,193153.0,-38.76,329.0,131314.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,90566,75437.0,-21.02,329.0,71527.0
19,URBAN STRATEGIES DAY CARE CENTER SITE 1,Proyecto de Mejoramiento General (CIP),Otro,Design,In-Progress,56896,73599.0,-55.89,126.0,25095.0
20,P.S. 48 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Construction,In-Progress,1804739,1774075.0,-16.11,364.0,1513955.0
20,I.S. 62 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1531810,211562.0,-86.47,869.0,207238.0
20,P.S. 69 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,709639,645126.0,-64.91,329.0,248995.0
20,P.S. 69 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,"CM,F&E",In-Progress,48384,62214.0,-46.82,329.0,25730.0
20,P.S. 102 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,In-Progress,157794,157794.0,-57.61,154.0,66891.0
20,P.S. 104 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,1678591,384220.0,-79.45,899.0,344945.0
20,P.S. 104 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,In-Progress,39000,42468.0,-28.56,138.0,27860.0
20,P.S. 104 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transporte / movilidad,Design,In-Progress,7089,4500.0,-36.52,125.0,4500.0
20,P.S. 112 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,785642,223790.0,-72.16,729.0,218761.0
20,P.S. 127 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1795257,1015450.0,-44.74,809.0,992148.0
20,P.S. 748 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Construction,In-Progress,2134466,1924381.0,-14.28,364.0,1829629.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,481273,400310.0,-21.09,454.0,379758.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,218602,201092.0,-38.94,329.0,133478.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,93447,84284.0,-18.35,329.0,76298.0
20,P.S. 176 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1454854,348223.0,-76.48,729.0,342121.0
20,P.S. 179 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,22404,22404.0,-56.18,181.0,9818.0
20,P.S. 180 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,In-Progress,333997,333997.0,-76.59,137.0,78173.0
20,P.S. 180 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1669634,203202.0,-87.88,809.0,202358.0
20,P.S. 185 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,502749,287231.0,-43.12,629.0,285976.0
20,P.S. 186 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,150626,137240.0,-22.23,299.0,117140.0
20,P.S. 186 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,179038,181506.0,-49.21,299.0,90932.0
20,P.S. 192 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,195518,179644.0,-43.36,329.0,110733.0
20,P.S. 200 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,In-Progress,19689,19689.0,-49.03,180.0,10036.0
20,P.S. 205 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,106558,106558.0,-57.81,184.0,44954.0
20,P.S. 205 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,244922,234471.0,-96.2,329.0,9298.0
20,P.S. 205 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,47953,29229.0,-62.98,329.0,17751.0
20,P.S. 229 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,880000,505328.0,-59.53,329.0,356130.0
20,P.S. 229 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,200891,197080.0,-85.94,329.0,28253.0
20,I.S. 259 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,968000,826928.0,-85.18,329.0,143450.0
20,I.S. 259 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,66000,88098.0,-69.36,329.0,20225.0
20,P.S. 264 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,"CM,F&E",In-Progress,30000,38152.0,-71.0,299.0,8700.0
20,P.S. 503 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,775715,67300.0,-91.48,729.0,66095.0
20,H.S. @ 425-447 OVINGTON AVENUE - BROOKLYN,Proyecto de Mejoramiento General (CIP),Otro,Design,In-Progress,595359,595359.0,-72.66,136.0,162789.0
20,K000 - BROOKLYN,Mejoras en Sedes Arrendadas,Infraestructura escolar,"CM,F&E",In-Progress,1884320,1772240.0,-33.17,510.0,1259247.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,3432375,3098181.0,-54.52,364.0,1560949.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,213570,170159.0,-21.16,364.0,168384.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),COVID / Salud,Design,In-Progress,48205,48205.0,-90.73,121.0,4471.0
20,FRANKLIN D. ROOSEVELT HS - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1256508,247082.0,-80.93,899.0,239629.0
20,P.S. 163 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,109148,109148.0,-93.32,156.0,7292.0
20,P.S. 163 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,869744,560493.0,-41.96,329.0,504771.0
21,I.S. 98 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,868733,583399.0,-33.6,629.0,576842.0
21,I.S. 98 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,312040,277100.0,-39.62,329.0,188425.0
21,I.S. 98 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,129400,108295.0,-23.22,329.0,99353.0
21,I.S. 98 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,45000,29794.0,-94.22,124.0,2601.0
21,I.S. 98 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,In-Progress,7515,1186.0,-84.22,127.0,1186.0
21,P.S. 90 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,278019,278019.0,-47.19,153.0,146809.0
21,P.S. 90 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,In-Progress,426000,279420.0,-63.12,154.0,157112.0
21,P.S. 95 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,In-Progress,134901,134901.0,-96.32,155.0,4967.0
21,P.S. 95 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,2881512,2681240.0,-61.45,364.0,1110743.0
21,P.S. 99 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,1119367,665089.0,-50.59,729.0,553120.0
21,P.S. 99 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,238960,229347.0,-27.27,329.0,173787.0
21,P.S. 99 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,157810,145572.0,-44.99,329.0,86806.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1505699,657813.0,-56.5,729.0,654951.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,4497750,4384561.0,-94.04,729.0,268011.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,279860,90015.0,-67.87,729.0,89906.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,232000,225456.0,-23.75,329.0,176906.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,101331,84899.0,-20.4,329.0,80655.0
21,P.S. 101 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Construction,In-Progress,214965,187841.0,-96.49,329.0,7541.0
21,P.S. 101 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,"CM,F&E",In-Progress,18921,21213.0,-58.7,329.0,7815.0
21,P.S. 121 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,247080,221100.0,-36.37,329.0,157218.0
21,P.S. 121 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,128517,112801.0,-16.91,329.0,106788.0
21,P.S. 128 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,1347750,1266436.0,-84.19,329.0,213105.0
21,P.S. 128 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,83860,161354.0,-46.83,329.0,44590.0
21,P.S. 153 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,486055,127070.0,-74.05,729.0,126146.0
21,P.S. 177 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Construction,In-Progress,4275000,4047185.0,-38.94,539.0,2610353.0
21,P.S. 177 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,"CM,F&E",In-Progress,266000,143646.0,-50.35,539.0,132059.0
21,P.S. 188 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1430576,890192.0,-59.0,1094.0,586566.0
21,P.S. 188 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,1269601,749118.0,-48.25,364.0,656991.0
21,P.S. 199 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,950040,63536.0,-93.31,899.0,63536.0
21,P.S. 199 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,227360,205470.0,-98.61,329.0,3170.0
21,P.S. 199 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,42140,26250.0,-88.75,329.0,4740.0
21,P.S. 209 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1691200,310766.0,-81.66,729.0,310224.0
21,P.S. 209 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,197200,194715.0,-32.71,329.0,132701.0
21,P.S. 216 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,6180750,5935490.0,-96.15,729.0,238257.0
21,P.S. 216 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,384579,165938.0,-76.55,729.0,90178.0
21,P.S. 226 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,228520,207372.0,-43.73,329.0,128592.0
21,P.S. 226 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,87740,77280.0,-19.05,329.0,71023.0
21,I.S. 228 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1742491,84462.0,-95.18,1078.0,83958.0
21,P.S. 238 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,257733,235514.0,-24.94,329.0,193460.0
21,P.S. 238 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,112345,95132.0,-23.96,329.0,85423.0
21,I.S. 239 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1891584,150065.0,-92.86,929.0,135062.0
21,I.S. 239 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,317058,287168.0,-26.5,329.0,233027.0
21,I.S. 239 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,134217,112872.0,-18.64,329.0,109196.0
21,I.S. 281 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,1037190,222372.0,-93.2,719.0,70543.0
21,I.S. 281 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,888861,860069.0,-26.14,329.0,656471.0
21,P.S. 288 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,219988,201053.0,-76.08,329.0,52632.0
21,P.S. 288 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,118534,102232.0,-22.21,329.0,92203.0
21,P.S. 288 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Construction,In-Progress,1430000,1341596.0,-56.68,479.0,619471.0
21,P.S. 288 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,"CM,F&E",In-Progress,97500,82028.0,-15.87,479.0,82028.0
21,I.S. 303 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,916197,296840.0,-69.31,869.0,281163.0
21,P.S. 329 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,7820974,7382858.0,-97.33,729.0,208851.0
21,P.S. 329 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,546101,141706.0,-89.54,729.0,57103.0
21,P.S. 329 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,219478,198038.0,-55.42,329.0,97842.0
21,P.S. 329 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,"CM,F&E",In-Progress,133287,123457.0,-11.99,329.0,117302.0
21,K370 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,1155375,1189388.0,-23.27,364.0,886518.0
21,K370 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,2216530,2062846.0,-99.77,539.0,5044.0
21,K370 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,"CM,F&E",In-Progress,137917,94146.0,-93.4,539.0,9103.0
21,LIFE ACADEMY H.S. FILM & MUSIC - K,Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,In-Progress,16199,30137.0,-63.29,126.0,5947.0
21,ABRAHAM LINCOLN HS - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Construction,In-Progress,890495,575319.0,-75.57,329.0,217539.0
21,ABRAHAM LINCOLN HS - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,"CM,F&E",In-Progress,314181,332901.0,-85.19,329.0,46521.0
21,JOHN DEWEY HS - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,"CM,F&E",In-Progress,786600,720851.0,-11.2,364.0,698495.0
21,EDUCATIONAL CAMPUS @ 2202 60 STREET - BROOKLYN,Mejoras en Sedes Arrendadas,Otro,"CM,F&E",In-Progress,4355520,3041037.0,-65.74,1087.0,1492148.0
21,WILLIAM E. GRADY VOC HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Construction,In-Progress,2563875,2411259.0,-39.28,364.0,1556747.0
21,K721 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Construction,In-Progress,4858162,4506233.0,-78.96,729.0,1022375.0
