Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Gasto a la Fecha Estimado,Probabilidad,Impacto,Cantidad Real Gastada
Proyecto de Mejoramiento General (CIP),Control climático,Design,298600,397466.0,13.11,152.0,316277.57,3.1579999999999995,3.7333333333333334,337733.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,114324,38122.0,-83.19,138.0,23667.79,2.968333333333333,3.3241666666666667,19222.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,122210,615.0,-99.5,135.0,6781.78,2.968333333333333,3.3241666666666667,615.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,107301,107301.0,-58.83,135.0,47194.5,2.968333333333333,3.3241666666666667,44173.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,45000,35343.0,-67.64,135.0,13647.79,3.018,3.618333333333333,14564.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,273270,289029.0,5.77,181.0,230679.7,3.1083333333333334,3.4391666666666665,289029.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,15645,52390.0,160.2,127.0,15563.98,2.8899999999999997,3.2891666666666666,40709.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,78227,173574.0,112.26,153.0,102746.15,2.997882352941176,3.5455555555555556,166043.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,7065,9821.0,39.01,92.0,9519.85,2.8899999999999997,3.2891666666666666,9821.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,31792,36745.0,0.81,125.0,26714.25,2.997882352941176,3.5455555555555556,32051.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,65450,95684.0,46.19,154.0,55901.95,2.968333333333333,3.3241666666666667,95684.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,327250,467096.0,35.97,159.0,339139.22,3.1579999999999995,3.7333333333333334,444956.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,96030,111571.0,16.18,157.0,87518.32,2.968333333333333,3.3241666666666667,111571.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,480151,462070.0,-10.27,155.0,400371.37,3.213,3.796666666666667,430842.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,71743,84165.0,17.31,138.0,59029.25,2.968333333333333,3.3241666666666667,84165.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,351722,297023.0,-15.55,154.0,263289.74,3.1579999999999995,3.7333333333333334,297023.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,95580,103292.0,8.07,154.0,85737.46,2.968333333333333,3.3241666666666667,103292.0
Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,477900,840392.0,-6.16,153.0,467550.78,3.213,3.796666666666667,448464.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,269000,312694.0,16.24,137.0,253780.62,3.1083333333333334,3.4391666666666665,312694.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Scope,419,419.0,0.0,92.0,8925.96,2.9125490196078427,3.326111111111111,419.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,17928,35046.0,7.78,139.0,14872.26,2.8899999999999997,3.2891666666666666,19323.0
Proyecto de Mejoramiento General (CIP),Otro,Design,71711,57085.0,-83.19,153.0,10579.73,3.018,3.618333333333333,12058.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,255795,281991.0,10.24,135.0,217898.93,3.0581045751633984,3.4261111111111107,281991.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4200,2936.0,-30.1,120.0,6673.98,2.8899999999999997,3.2891666666666666,2936.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18900,11745.0,-37.86,178.0,10500.63,2.9396666666666667,3.583333333333333,11745.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,17775,21602.0,21.53,180.0,13825.88,2.9396666666666667,3.583333333333333,21602.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,158330,165443.0,-6.43,264.0,129395.56,3.018,3.618333333333333,148157.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,68310,63318.0,-7.31,135.0,56521.88,2.9647712418300647,3.3494444444444444,63318.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,341550,266248.0,-27.25,174.0,232986.82,3.0912156862745097,3.6222222222222222,248470.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,36000,48749.0,-54.36,169.0,19424.35,2.997882352941176,3.5455555555555556,16432.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,13537,14414.0,6.48,176.0,11371.29,2.9396666666666667,3.583333333333333,14414.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,28157,41888.0,-58.86,121.0,13728.48,3.018,3.618333333333333,11584.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,64200,92974.0,31.55,121.0,52086.9,2.9647712418300647,3.3494444444444444,84452.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,321000,324155.0,-0.7,160.0,262327.74,3.1579999999999995,3.7333333333333334,318758.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,499900,349714.0,-30.06,179.0,333826.66,3.163333333333333,3.5025,349635.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,174630,478710.0,174.13,182.0,345124.01,2.968333333333333,3.3241666666666667,478710.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,195096,180335.0,-7.57,137.0,161900.03,2.9647712418300647,3.3494444444444444,180335.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,117480,103650.0,-11.77,137.0,92050.73,2.968333333333333,3.3241666666666667,103650.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,587400,421689.0,-36.72,174.0,364535.23,3.1278823529411763,3.664444444444445,371688.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,732000,310302.0,-57.61,183.0,244063.95,3.1278823529411763,3.664444444444445,310302.0
Proyecto de Mejoramiento General (CIP),Otro,Scope,218660,367784.0,68.2,141.0,307767.56,3.1083333333333334,3.4391666666666665,367779.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,28224,36508.0,29.35,136.0,25247.33,2.968333333333333,3.3241666666666667,36508.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,137389,165125.0,9.02,156.0,120855.67,3.018,3.618333333333333,149780.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,162009,150673.0,-7.0,140.0,129701.38,2.968333333333333,3.3241666666666667,150673.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,633969,698888.0,-0.77,151.0,521541.92,3.1278823529411763,3.664444444444445,629096.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20205,15186.0,-24.84,180.0,12790.39,2.9396666666666667,3.583333333333333,15186.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,94105,37807.0,-59.82,136.0,42558.37,2.9647712418300647,3.3494444444444444,37807.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,470523,403996.0,-35.79,153.0,322441.57,3.1278823529411763,3.664444444444445,302132.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,112064,214153.0,85.82,138.0,117281.05,2.9647712418300647,3.3494444444444444,208232.0
Proyecto de Mejoramiento General (CIP),Otro,Design,77175,80076.0,3.76,128.0,62965.1,3.018,3.618333333333333,80076.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,127200,158392.0,24.52,135.0,108398.08,2.968333333333333,3.3241666666666667,158392.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,636000,556622.0,-14.48,174.0,466657.88,3.1278823529411763,3.664444444444445,543890.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,7040,14844.0,-71.16,120.0,3119.43,2.8899999999999997,3.2891666666666666,2030.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,31680,38449.0,3.14,184.0,26816.02,3.018,3.618333333333333,32674.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,58592,162079.0,141.58,136.0,93663.16,2.9647712418300647,3.3494444444444444,141548.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,289823,220610.0,-27.43,153.0,206063.0,3.1579999999999995,3.7333333333333334,210313.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21284,11405.0,-46.42,180.0,10317.67,2.9396666666666667,3.583333333333333,11405.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19350,7453.0,-61.48,183.0,7902.66,2.9396666666666667,3.583333333333333,7453.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,41250,95843.0,132.35,120.0,36430.74,2.9647712418300647,3.3494444444444444,95843.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,206250,314354.0,25.16,154.0,234230.17,3.0912156862745097,3.6222222222222222,258150.0
Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,41808,87166.0,86.96,120.0,34283.96,3.018,3.618333333333333,78166.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,56144,66926.0,-56.75,199.0,26128.78,2.997882352941176,3.5455555555555556,24284.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,319702,240815.0,-24.68,215.0,215812.47,3.1083333333333334,3.4391666666666665,240815.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,61592,113028.0,40.8,141.0,66588.55,2.997882352941176,3.5455555555555556,86722.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,109001,121822.0,8.88,139.0,92964.2,2.997882352941176,3.5455555555555556,118685.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,708,1412.0,99.44,97.0,8732.55,2.8899999999999997,3.2891666666666666,1412.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,3187,5772.0,77.19,154.0,9213.73,2.9396666666666667,3.583333333333333,5647.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,32310,8430.0,-73.91,179.0,8270.58,3.018,3.618333333333333,8430.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21960,7161.0,-67.39,177.0,6668.17,2.9396666666666667,3.583333333333333,7161.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,442641,528430.0,14.42,151.0,395624.34,3.0912156862745097,3.6222222222222222,506486.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,35134,79410.0,119.57,138.0,28740.78,2.968333333333333,3.3241666666666667,77145.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,172766,181079.0,-20.59,150.0,137184.38,3.018,3.618333333333333,137187.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,92200,87407.0,-5.2,159.0,74067.06,2.968333333333333,3.3241666666666667,87407.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,461000,338707.0,-31.83,200.0,268868.11,3.1278823529411763,3.664444444444445,314286.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,240013,45718.0,-91.58,183.0,43288.29,3.1083333333333334,3.4391666666666665,20219.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,134195,141969.0,5.79,157.0,116714.03,2.968333333333333,3.3241666666666667,141969.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,530645,521249.0,-5.79,156.0,417221.99,3.213,3.796666666666667,499912.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,72720,101652.0,39.79,140.0,63995.88,2.968333333333333,3.3241666666666667,101652.0
Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,363600,730337.0,-7.75,170.0,420515.19,3.1579999999999995,3.7333333333333334,335438.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,7315,4102.0,-43.92,122.0,6033.44,2.8899999999999997,3.2891666666666666,4102.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,32918,16407.0,-50.16,177.0,17363.16,3.018,3.618333333333333,16407.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,59731,69247.0,11.53,154.0,46289.29,2.997882352941176,3.5455555555555556,66617.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,56743,79569.0,40.23,139.0,43174.4,2.997882352941176,3.5455555555555556,79569.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,12387,15695.0,26.71,122.0,9978.97,2.8899999999999997,3.2891666666666666,15695.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,55743,58478.0,-22.26,153.0,39694.07,3.018,3.618333333333333,43333.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23925,15488.0,-35.26,178.0,12798.78,2.945660130718954,3.522222222222222,15488.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,23461,16512.0,-29.62,178.0,12754.55,2.945660130718954,3.522222222222222,16512.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,184250,278645.0,51.09,181.0,161598.53,2.968333333333333,3.3241666666666667,278392.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,22433,9447.0,-57.89,179.0,9844.96,2.9396666666666667,3.583333333333333,9447.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,247379,200847.0,-23.23,135.0,186412.93,3.0581045751633984,3.4261111111111107,189919.0
Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Design,507289,401533.0,-33.16,122.0,345135.75,3.213,3.796666666666667,339070.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,104750,182119.0,40.82,139.0,112525.08,2.968333333333333,3.3241666666666667,147514.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,523751,189255.0,-63.87,152.0,174100.59,3.213,3.796666666666667,189255.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,14500,5910.0,-59.24,177.0,7745.97,2.9396666666666667,3.583333333333333,5910.0
Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,60000,69798.0,-1.03,137.0,45728.75,2.997882352941176,3.5455555555555556,59384.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,4851,1387.0,-71.41,120.0,2478.51,2.8899999999999997,3.2891666666666666,1387.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21827,5550.0,-74.57,177.0,5154.15,2.9396666666666667,3.583333333333333,5550.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,15958,17916.0,12.27,91.0,12130.66,2.8899999999999997,3.2891666666666666,17916.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,71811,92025.0,25.42,156.0,61355.4,3.018,3.618333333333333,90065.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,118587,215720.0,70.39,137.0,120553.42,2.9647712418300647,3.3494444444444444,202065.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,580177,376642.0,-41.41,169.0,344941.92,3.1278823529411763,3.664444444444445,339912.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,82243,122239.0,48.63,139.0,83772.93,2.9647712418300647,3.3494444444444444,122239.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,411214,333761.0,-28.81,153.0,275377.68,3.0912156862745097,3.6222222222222222,292730.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,423750,248025.0,-94.86,154.0,15487.53,3.0912156862745097,3.6222222222222222,21782.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,136640,205561.0,31.16,138.0,128428.26,2.9647712418300647,3.3494444444444444,179223.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,683200,514104.0,-46.53,170.0,373081.24,3.213,3.796666666666667,365323.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,19080,5277.0,-72.34,181.0,4452.77,2.9396666666666667,3.583333333333333,5277.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Scope,12351,16570.0,34.16,141.0,10429.58,2.8899999999999997,3.2891666666666666,16570.0
Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,61755,156701.0,70.6,153.0,91987.33,2.997882352941176,3.5455555555555556,105355.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,104833,177201.0,67.97,138.0,110328.01,2.9647712418300647,3.3494444444444444,176092.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,524168,369251.0,-33.02,158.0,342122.26,3.213,3.796666666666667,351106.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,18000,6799.0,-62.23,181.0,7637.18,2.9396666666666667,3.583333333333333,6799.0
Mejoras Asociadas a Programas Académicos (RESOA),Programas educativos,Design,195000,144963.0,-27.39,156.0,137829.65,2.997882352941176,3.5455555555555556,141589.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,132263,208408.0,24.2,138.0,126921.72,2.9647712418300647,3.3494444444444444,164274.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,661316,474639.0,-90.92,169.0,76541.06,3.1278823529411763,3.664444444444445,60074.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,21929,8397.0,-61.71,179.0,8844.07,2.9396666666666667,3.583333333333333,8397.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,450345,381235.0,-21.89,153.0,345897.13,3.213,3.796666666666667,351747.0
Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,20610,705.0,-96.58,178.0,971.06,2.9396666666666667,3.583333333333333,705.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,194245,154364.0,-20.53,182.0,149787.08,2.968333333333333,3.3241666666666667,154364.0
Proyecto de Mejoramiento General (CIP),Control climático,Scope,8980,12612.0,40.45,179.0,10663.87,2.8899999999999997,3.2891666666666666,12612.0
Proyecto de Mejoramiento General (CIP),Control climático,Design,40410,50447.0,24.84,182.0,30636.57,3.018,3.618333333333333,50447.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,61430,167289.0,143.54,135.0,96842.86,2.9647712418300647,3.3494444444444444,149608.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,95880,308735.0,173.08,138.0,184004.19,2.968333333333333,3.3241666666666667,261827.0
Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,479400,777992.0,-38.0,154.0,360527.56,3.213,3.796666666666667,297209.0
