Distrito Geografico,Nombre Escuela,Tipo Proyecto,Categoria Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Desviación Presupuestaria,Duración Proyectada,Duración Real,Retraso,Cantidad Real Gastada
18,DISTRICT OFFICE #18 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,63950,80662.0,26.06,156.0,230.0,74.0,80614.0
18,DISTRICT OFFICE #18 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,50050,44825.0,-10.44,150.0,394.0,244.0,44825.0
18,DISTRICT OFFICE #18 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,234927,231062.0,-22.62,185.0,183.0,-2.0,181775.0
18,P.S. 235 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,40883,24498.0,-40.08,151.0,218.0,67.0,24498.0
18,P.S. 235 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,199691,209857.0,-39.84,150.0,276.0,126.0,120144.0
18,P.S. 219 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,48840,25752.0,-47.27,158.0,126.0,-32.0,25752.0
18,P.S. 219 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,195360,281516.0,44.1,153.0,287.0,134.0,281516.0
18,EAST BKLN COMMUNITY HS - K,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,52434,68933.0,29.31,154.0,135.0,-19.0,67801.0
19,K004 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18284,6224.0,-65.96,177.0,118.0,-59.0,6224.0
19,P.S. 13 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,5365,1962.0,-63.43,119.0,75.0,-44.0,1962.0
19,P.S. 13 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,24144,7851.0,-67.48,177.0,105.0,-72.0,7851.0
19,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,30980,99039.0,75.14,140.0,124.0,-16.0,54259.0
19,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,154902,153482.0,-30.54,159.0,153.0,-6.0,107601.0
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,5690,2202.0,-61.3,126.0,68.0,-58.0,2202.0
19,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,25603,8811.0,-65.59,181.0,78.0,-103.0,8811.0
19,P.S. 149 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,4062,1226.0,-69.82,120.0,73.0,-47.0,1226.0
19,P.S. 149 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18281,4908.0,-73.15,179.0,144.0,-35.0,4908.0
19,P.S. 158 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,17660,4329.0,-75.49,179.0,145.0,-34.0,4329.0
19,I.S. 171 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,37670,29394.0,-21.97,139.0,159.0,20.0,29394.0
19,I.S. 171 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,188350,116837.0,-46.14,153.0,119.0,-34.0,101446.0
19,BROOKLYN GARDENS ELEMENTARY SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,5170,1398.0,-72.96,126.0,70.0,-56.0,1398.0
19,BROOKLYN GARDENS ELEMENTARY SCHOOL,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,23267,5591.0,-75.97,181.0,78.0,-103.0,5591.0
19,P.S. 190 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,23248,5696.0,-75.5,182.0,175.0,-7.0,5696.0
19,P.S. 202 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,257257,313904.0,18.22,177.0,101.0,-76.0,304123.0
19,P.S. 213 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,141640,213461.0,36.3,154.0,270.0,116.0,193056.0
19,P.S. 213 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19776,18521.0,-6.35,180.0,82.0,-98.0,18521.0
19,P.S. 214 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,154000,157200.0,2.08,209.0,282.0,73.0,157200.0
19,I.S. 218 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,12668,25452.0,97.83,141.0,74.0,-67.0,25061.0
19,I.S. 218 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,57008,39295.0,-35.9,156.0,135.0,-21.0,36540.0
19,P.S. 224 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,34375,19894.0,-42.13,177.0,86.0,-91.0,19894.0
19,P.S. 273 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,104244,170619.0,63.67,143.0,131.0,-12.0,170619.0
19,P.S. 273 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,521220,489955.0,-24.19,167.0,287.0,120.0,395148.0
19,P.S. 273 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18697,5719.0,-69.41,180.0,145.0,-35.0,5719.0
19,I.S. 292 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,54000,146024.0,170.41,138.0,136.0,-2.0,146024.0
19,I.S. 292 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,270000,276921.0,0.41,155.0,167.0,12.0,271106.0
19,LIBERTY AVENUE MIDDLE SCHOOL,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,69582,92418.0,22.24,135.0,146.0,11.0,85060.0
19,LIBERTY AVENUE MIDDLE SCHOOL,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,347914,198282.0,-70.65,170.0,435.0,265.0,102106.0
19,LIBERTY AVENUE MIDDLE SCHOOL,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,11700,19375.0,65.6,122.0,124.0,2.0,19375.0
19,LIBERTY AVENUE MIDDLE SCHOOL,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,52650,84361.0,29.74,152.0,180.0,28.0,68306.0
19,VISTA ACADEMY - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,57000,89411.0,16.62,78.0,121.0,43.0,66471.0
19,P.S. 306 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,140809,214285.0,27.84,179.0,113.0,-66.0,180017.0
19,P.S. 306 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,702158,474528.0,-32.42,258.0,204.0,-54.0,474528.0
19,P.S. 306 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,22464,5626.0,-74.96,180.0,140.0,-40.0,5626.0
19,P.S. 328 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19122,4859.0,-74.59,180.0,133.0,-47.0,4859.0
19,P.S. 345 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,84019,104874.0,24.82,121.0,150.0,29.0,104874.0
19,P.S. 345 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,380332,278763.0,-26.71,83.0,266.0,183.0,278763.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,128939,108064.0,-16.19,135.0,251.0,116.0,108064.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,635011,395830.0,-37.67,156.0,185.0,29.0,395830.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,5074,1371.0,-72.98,126.0,32.0,-94.0,1371.0
19,P.S. 346 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,22833,5485.0,-75.98,181.0,57.0,-124.0,5485.0
19,I.S. 452,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,60000,71996.0,-0.92,128.0,78.0,-50.0,59451.0
19,BROOKLYN LAB SCHOOL - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,23326,17831.0,-49.67,181.0,181.0,0.0,11739.0
19,PERFORMING ARTS AND TECH. HS - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,670392,389157.0,-46.35,181.0,135.0,-46.0,359636.0
19,WORLD ACAD FOR COMMUNITY HEALTH-K,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Scope,Complete,16893,338976.0,31.52,223.0,174.0,-49.0,22217.0
19,WORLD ACAD FOR COMMUNITY HEALTH-K,Proyecto de Mejoramiento General (CIP),Transformaciones internas,Design,Complete,83405,117015.0,-12.49,136.0,147.0,11.0,72988.0
19,HIGH SCHOOL FOR CIVIL RIGHTS - K,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,549000,703978.0,27.62,211.0,230.0,19.0,700626.0
19,HIGH SCHOOL FOR CIVIL RIGHTS - K,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,96262,86865.0,-88.93,127.0,166.0,39.0,10658.0
19,E NY VOC HS OF TRANSIT TECH.-K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,282728,351779.0,24.14,180.0,148.0,-32.0,350973.0
19,WILLIAM MAXWELL VOC HS - K,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,15100,21756.0,44.08,122.0,117.0,-5.0,21756.0
19,WILLIAM MAXWELL VOC HS - K,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,75500,81902.0,-5.44,153.0,183.0,30.0,71393.0
19,P.S. 149 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,48184,44140.0,-8.39,141.0,115.0,-26.0,44140.0
19,P.S. 149 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,183794,135312.0,-26.43,153.0,89.0,-64.0,135226.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,53682,69479.0,29.42,94.0,268.0,174.0,69477.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,250136,531157.0,-31.39,189.0,259.0,70.0,171626.0
19,K036 SPED - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,16638,12866.0,-22.67,178.0,120.0,-58.0,12866.0
19,URBAN STRATEGIES DAY CARE CENTER SITE 1,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,12644,25329.0,38.84,91.0,116.0,25.0,17555.0
20,P.S. 48 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,85416,169187.0,91.79,140.0,140.0,0.0,163817.0
20,I.S. 62 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,111330,100483.0,-9.74,154.0,97.0,-57.0,100483.0
20,I.S. 62 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,445320,464738.0,3.34,152.0,130.0,-22.0,460208.0
20,I.S. 62 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,218830,250669.0,13.78,177.0,109.0,-68.0,248988.0
20,P.S. 69 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,2934,2040.0,-30.47,122.0,34.0,-88.0,2040.0
20,P.S. 69 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,13205,8158.0,-38.22,179.0,174.0,-5.0,8158.0
20,P.S. 69 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,48384,56685.0,-5.19,137.0,178.0,41.0,45874.0
20,P.S. 69 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,75000,34883.0,-96.88,154.0,135.0,-19.0,2337.0
20,I.S. @ 6315 14 AVENUE - BROOKLYN,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,363300,181747.0,-51.09,160.0,264.0,104.0,177680.0
20,P.S. 102 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19929,13481.0,-32.35,180.0,159.0,-21.0,13481.0
20,P.S. 112 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,105581,165197.0,54.81,136.0,196.0,60.0,163449.0
20,P.S. 112 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,521856,418412.0,-26.3,153.0,174.0,21.0,384584.0
20,P.S. 748 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,48516,65151.0,32.16,137.0,134.0,-3.0,64117.0
20,P.S. 748 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,222536,126267.0,-46.12,156.0,294.0,138.0,119901.0
20,P.S. 748 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Control climático,Design,Complete,30000,5476.0,-81.75,156.0,135.0,-21.0,5476.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,67750,95933.0,41.52,120.0,308.0,188.0,95883.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,338750,354035.0,-5.81,151.0,272.0,121.0,319053.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,3769,6321.0,67.71,125.0,68.0,-57.0,6321.0
20,P.S. 164 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,16961,25284.0,49.07,181.0,104.0,-77.0,25284.0
20,P.S. 176 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,204217,260162.0,15.14,182.0,111.0,-71.0,235144.0
20,P.S. 179 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Proyectos ambientales,Design,Complete,115630,146980.0,15.42,158.0,189.0,31.0,133464.0
20,P.S. 185 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,61398,123584.0,101.28,139.0,203.0,64.0,123584.0
20,P.S. 185 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,297421,322620.0,4.67,153.0,102.0,-51.0,311323.0
20,P.S. 185 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Transporte / movilidad,Design,Complete,114871,60544.0,-71.87,121.0,120.0,-1.0,32308.0
20,P.S. 186 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,11687,29243.0,150.22,180.0,299.0,119.0,29243.0
20,P.S. 192 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,15170,40306.0,165.7,182.0,182.0,0.0,40306.0
20,P.S. 200 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,119212,111733.0,-6.27,135.0,219.0,84.0,111733.0
20,P.S. 200 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,476847,506066.0,-2.01,156.0,112.0,-44.0,467258.0
20,I.S. 201 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,18216,17588.0,-86.87,124.0,139.0,15.0,2392.0
20,I.S. 201 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,85010,57160.0,-88.74,139.0,176.0,37.0,9568.0
20,I.S. 201 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,113900,199923.0,57.77,152.0,267.0,115.0,179697.0
20,P.S. 205 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,22834,29001.0,26.58,90.0,66.0,-24.0,28903.0
20,P.S. 205 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19003,2519.0,-86.74,181.0,75.0,-106.0,2519.0
20,I.S. 223 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Otro,Scope,Complete,8724,13816.0,58.37,120.0,140.0,20.0,13816.0
20,I.S. 223 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,31989,97809.0,124.42,104.0,243.0,139.0,71791.0
20,P.S. 229 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,60000,54630.0,-29.78,137.0,135.0,-2.0,42135.0
20,I.S. 259 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,66000,91198.0,-68.13,153.0,120.0,-33.0,21036.0
20,P.S. 264 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,30000,35395.0,-71.77,154.0,214.0,60.0,8468.0
20,P.S. 503 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,102004,94780.0,-7.95,150.0,105.0,-45.0,93891.0
20,P.S. 503 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,501798,650002.0,-29.89,155.0,176.0,21.0,351794.0
20,I.S. 30 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,30000,34519.0,8.75,140.0,136.0,-4.0,32626.0
20,P.S. @ 8802 5 AVENUE - BROOKLYN,Proyecto de Mejoramiento General (CIP),Otro,Design,Complete,203037,87519.0,-65.26,108.0,148.0,40.0,70531.0
20,H.S. @ 425-447 OVINGTON AVENUE - BROOKLYN,Expansión de Capacidad Escolar,Otro,Design,Complete,29708,1135.0,-96.18,34.0,34.0,0.0,1135.0
20,K000 - BROOKLYN,Mejoras en Sedes Arrendadas,Infraestructura escolar,Scope,Complete,235540,284437.0,20.76,195.0,195.0,0.0,284437.0
20,TELECOM. ARTS & TECH. HS - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,54000,46070.0,-14.69,137.0,196.0,59.0,46070.0
20,TELECOM. ARTS & TECH. HS - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,270000,247422.0,-8.36,153.0,483.0,330.0,247422.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,30510,61315.0,100.97,90.0,218.0,128.0,61315.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,152550,273584.0,77.71,183.0,477.0,294.0,271097.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,8314,2293.0,-72.42,62.0,38.0,-24.0,2293.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,185400,293166.0,55.14,145.0,154.0,9.0,287635.0
20,FORT HAMILTON HS - K,Proyecto de Mejoramiento General (CIP),COVID / Salud,Scope,Complete,10712,22492.0,109.97,93.0,88.0,-5.0,22492.0
20,FRANKLIN D. ROOSEVELT HS - K,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,296709,316715.0,5.46,139.0,336.0,197.0,312909.0
20,PRE-K CENTER @ 412 63 STREET - BROOKLYN,Adecuaciones para Educación Preescolar (Pre-K),Otro,Scope,Complete,142794,67386.0,-52.81,104.0,104.0,0.0,67386.0
20,P.S. 163 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,24271,32690.0,-1.98,136.0,168.0,32.0,23790.0
20,P.S. 163 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Transformaciones internas,Design,Complete,59301,59977.0,-1.49,141.0,148.0,7.0,58416.0
21,I.S. 98 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,572050,334896.0,-41.46,154.0,197.0,43.0,334896.0
21,I.S. 98 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,24210,5941.0,-75.46,182.0,160.0,-22.0,5941.0
21,P.S. 90 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,20228,10171.0,-49.72,177.0,134.0,-43.0,10171.0
21,P.S. 95 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,125407,120818.0,-3.66,150.0,106.0,-44.0,120818.0
21,P.S. 95 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,609827,437473.0,-28.26,154.0,75.0,-79.0,437473.0
21,P.S. 95 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,27996,65259.0,-21.05,138.0,136.0,-2.0,22104.0
21,P.S. 95 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,196467,103816.0,-50.78,92.0,217.0,125.0,96698.0
21,I.S. 96 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,198872,272439.0,36.99,180.0,133.0,-47.0,272439.0
21,P.S. 99 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,127710,137712.0,3.45,136.0,181.0,45.0,132120.0
21,P.S. 99 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18540,10914.0,-41.13,177.0,63.0,-114.0,10914.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,211376,379580.0,77.55,186.0,155.0,-31.0,375299.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,39980,52579.0,31.51,122.0,190.0,68.0,52579.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,199900,199966.0,-30.48,149.0,195.0,46.0,138973.0
21,P.S. 100 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,18000,10077.0,-44.02,179.0,60.0,-119.0,10077.0
21,P.S. 101 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Sistemas de seguridad,Design,Complete,14657,3638.0,-75.18,181.0,155.0,-26.0,3638.0
21,P.S. 121 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,19170,5052.0,-73.65,182.0,160.0,-22.0,5052.0
21,P.S. 128 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,11980,31424.0,162.3,179.0,139.0,-40.0,31424.0
21,P.S. 128 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,59900,125691.0,109.83,185.0,181.0,-4.0,125691.0
21,P.S. 128 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,44224,35644.0,-19.4,124.0,272.0,148.0,35644.0
21,P.S. 128 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,221120,125181.0,-49.37,153.0,69.0,-84.0,111956.0
21,P.S. 153 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,69210,63370.0,-8.44,120.0,344.0,224.0,63370.0
21,P.S. 153 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,346050,323682.0,-26.74,186.0,453.0,267.0,253530.0
21,P.S. 177 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,38000,54826.0,44.28,120.0,114.0,-6.0,54826.0
21,P.S. 177 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,190000,104229.0,-50.47,154.0,142.0,-12.0,94101.0
21,P.S. 188 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Scope,Complete,48200,130163.0,170.05,119.0,376.0,257.0,130163.0
21,P.S. 188 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Control climático,Design,Complete,241000,241790.0,-13.47,149.0,210.0,61.0,208542.0
21,P.S. 188 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,26166,16579.0,-36.64,180.0,119.0,-61.0,16579.0
21,P.S. 188 - BROOKLYN,Mejoras Asociadas a Programas Académicos (RESOA),Infraestructura escolar,Design,Complete,86564,65511.0,-24.32,156.0,260.0,104.0,65511.0
21,P.S. 199 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,135720,107428.0,-20.85,182.0,114.0,-68.0,107428.0
21,P.S. 199 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Design,Complete,678600,228967.0,-66.33,232.0,172.0,-60.0,228481.0
21,P.S. 199 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,17640,7162.0,-59.4,179.0,107.0,-72.0,7162.0
21,P.S. 209 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,241601,317367.0,30.98,182.0,135.0,-47.0,316455.0
21,P.S. 209 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Scope,Complete,21878,57514.0,162.89,90.0,97.0,7.0,57514.0
21,P.S. 209 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Infraestructura escolar,Design,Complete,109392,125351.0,9.31,139.0,189.0,50.0,119571.0
21,P.S. 209 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,15300,18933.0,23.75,180.0,88.0,-92.0,18933.0
21,P.S. 216 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Scope,Complete,54940,85152.0,54.99,122.0,178.0,56.0,85152.0
21,P.S. 216 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,274700,326223.0,-12.94,157.0,157.0,0.0,239166.0
21,P.S. 226 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Sistemas de seguridad,Design,Complete,17730,20479.0,15.5,178.0,84.0,-94.0,20479.0
21,I.S. 228 - BROOKLYN,Proyecto de Mejoramiento General (CIP),Mejoras exteriores,Scope,Complete,240689,225611.0,-7.58,182.0,126.0,-56.0,222440.0
