Distrito Geografico,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada,Duración Proyectada,Desviación Presupuestaria
15,K372 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,70527,54852.0,51621.0,329.0,-26.81
15,K372 SPED - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,727510,545573.0,296970.0,399.0,-59.18
15,K372 SPED - BROOKLYN,SCA CIP RESOA,FY21 RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,49603,77942.0,51026.0,399.0,2.87
15,I.S. 443 - BROOKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Design,In-Progress,465518,465518.0,4459.0,157.0,-99.04
15,P.S. 295 - BROOKLYN,SCA CIP,FY13 RESO A GYM UPG / GYM FLOOR / CAFE / GYM FLOOR SUBSTRATE / FLOOD ELIM / FLOORS / PARAPETS / EXT MASONRY / ROOFS,Construction,In-Progress,10351810,10572103.0,9178519.0,539.0,-11.33
15,P.S. 295 - BROOKLYN,SCA CIP,FY13 RESO A GYM UPG / GYM FLOOR / CAFE / GYM FLOOR SUBSTRATE / FLOOD ELIM / FLOORS / PARAPETS / EXT MASONRY / ROOFS,"CM,F&E",In-Progress,1156748,1411309.0,1368090.0,539.0,18.27
15,I.S. 443 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,263158,249438.0,8228.0,329.0,-96.87
15,I.S. 443 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,48775,29991.0,7839.0,329.0,-83.93
15,NEVINS DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,Construction,In-Progress,2501588,2830835.0,1273118.0,539.0,-49.11
15,NEVINS DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / PATH OF TRAVEL,"CM,F&E",In-Progress,171572,249807.0,124247.0,539.0,-27.58
16,P.S. 5 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SYSTEMS,Construction,In-Progress,18894375,17213876.0,14734456.0,729.0,-22.02
16,P.S. 5 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SYSTEMS,"CM,F&E",In-Progress,1175650,631827.0,625163.0,729.0,-46.82
16,P.S. 5 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,289930,258751.0,217021.0,329.0,-25.15
16,P.S. 5 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,180882,158412.0,96291.0,329.0,-46.77
16,P.S. 21 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,In-Progress,12749625,11676666.0,4716043.0,659.0,-63.01
16,P.S. 21 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM,F&E",In-Progress,793310,358880.0,355552.0,659.0,-55.18
16,P.S. 21 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,7740000,7494404.0,6457333.0,729.0,-16.57
16,P.S. 21 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,481600,771393.0,756020.0,729.0,56.98
16,P.S. 21 - BROOKLYN,SCA CIP,EXTERIOR MASONRY PERM FIX @ K021 / PARAPETS / ROOFS,Design,In-Progress,614095,614095.0,4617.0,159.0,-99.25
16,P.S. 25 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,178083,166715.0,132760.0,299.0,-25.45
16,P.S. 25 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,218674,228954.0,141343.0,299.0,-35.36
16,I.S. 35 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,307394,271523.0,219110.0,299.0,-28.72
16,I.S. 35 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,244767,233641.0,155771.0,299.0,-36.36
16,P.S. 40 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,20058,20058.0,3915.0,181.0,-80.48
16,P.S. 243 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,6102371,7199125.0,6576060.0,809.0,7.76
16,P.S. 243 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,431713,764209.0,759690.0,809.0,75.97
16,P.S. 243 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,19871,19871.0,2985.0,178.0,-84.98
16,P.S. 262 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,10044000,9522225.0,8450311.0,729.0,-15.87
16,P.S. 262 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION / LOW-VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,624960,737895.0,737022.0,729.0,17.93
16,BRIGHTER CHOICE COMMUN SCHL - K,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,Construction,In-Progress,15694471,14490705.0,2935869.0,719.0,-81.29
16,BRIGHTER CHOICE COMMUN SCHL - K,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,"CM,F&E",In-Progress,1098847,308625.0,297942.0,719.0,-72.89
16,BRIGHTER CHOICE COMMUN SCHL - K,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,273824,241418.0,207093.0,329.0,-24.37
16,BRIGHTER CHOICE COMMUN SCHL - K,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,167085,156002.0,98872.0,329.0,-40.83
16,P.S. 308 - BROOKLYN,SCA CIP,PLAYGROUND UPGRADE,Construction,In-Progress,2867739,2658048.0,17211.0,517.0,-99.4
16,P.S. 308 - BROOKLYN,SCA CIP,PLAYGROUND UPGRADE,"CM,F&E",In-Progress,178437,88250.0,33455.0,517.0,-81.25
16,P.S. 308 - BROOKLYN,SCA CIP,LOW-VOLTAGE ELECTRICAL SYSTEMS,Design,In-Progress,168028,168028.0,7381.0,186.0,-95.61
16,P.S. 309 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,7797375,7293302.0,4539134.0,729.0,-41.79
16,P.S. 309 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,485170,219480.0,218192.0,729.0,-55.03
16,P.S. 309 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS,Scope,In-Progress,49427,51995.0,3721.0,139.0,-92.47
16,I.S. 267 - BROOKLYN,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,2419875,2205115.0,822917.0,364.0,-65.99
16,I.S. 267 - BROOKLYN,SCA CIP,SCIENCE LAB UPGRADE,"CM,F&E",In-Progress,150570,117187.0,115913.0,364.0,-23.02
16,I.S. 267 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,713543,644356.0,8059.0,399.0,-98.87
16,I.S. 267 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,132251,89271.0,10664.0,399.0,-91.94
16,BOYS & GIRLS HS - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,3232125,2991567.0,2837558.0,539.0,-12.21
16,BOYS & GIRLS HS - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,203546,453418.0,434993.0,539.0,113.71
16,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,203580,182984.0,147127.0,329.0,-27.73
16,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY - K,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,168148,158976.0,111414.0,329.0,-33.74
17,I.S. 2 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,14153170,14119377.0,12557690.0,809.0,-11.27
17,I.S. 2 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / CONDENSING UNITS DX COILS REPLACEMENT / VENTILATION / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,998143,1093210.0,1068942.0,809.0,7.09
17,I.S. 2 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,139200,122857.0,98061.0,299.0,-29.55
17,I.S. 2 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,226903,230806.0,132872.0,299.0,-41.44
17,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,Construction,In-Progress,2532134,2288025.0,1241562.0,539.0,-50.97
17,P.S. 6 - BROOKLYN,SCA CIP,PARAPETS,"CM,F&E",In-Progress,157850,197437.0,194495.0,539.0,23.22
17,P.S. 6 - BROOKLYN,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,484000,334700.0,167147.0,329.0,-65.47
17,P.S. 6 - BROOKLYN,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,33000,32696.0,14231.0,329.0,-56.88
17,P.S. 705 - BROOKLYN,SCA CIP,PARAPETS / ROOFS,Construction,In-Progress,5966302,6335137.0,6022440.0,539.0,0.94
17,P.S. 705 - BROOKLYN,SCA CIP,PARAPETS / ROOFS,"CM,F&E",In-Progress,371237,278969.0,272433.0,539.0,-26.61
17,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,643800,571712.0,4755.0,399.0,-99.26
17,P.S. 705 - BROOKLYN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,119325,87966.0,16069.0,399.0,-86.53
31,P.S. 29 - STATEN ISLAND,SCA CIP,FLOOD ELIMINATION / PLAYGROUNDS,Construction,In-Progress,3472784,4257287.0,3806804.0,364.0,9.62
17,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,Construction,In-Progress,15083717,13773738.0,3370839.0,869.0,-77.65
17,P.S. 91 - BROOKLYN,SCA CIP,ELECTRICAL SYSTEM UPGRADE / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / PARAPETS / ROOFS,"CM,F&E",In-Progress,1015426,301236.0,294849.0,869.0,-70.96
17,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA Capacity,NEW SCHOOL,Design,In-Progress,8248296,8248296.0,1758799.0,-209.0,-78.68
17,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,Construction,In-Progress,2091375,3023100.0,2661616.0,59.0,27.27
17,MEDGAR EVERS COLLEGE PREP SCHOOL ANNEX - BROOKLYN,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,130130,689377.0,394525.0,59.0,203.18
17,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,Construction,In-Progress,8687347,8626321.0,7176910.0,629.0,-17.39
17,P.S. 138 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / ROOFS,"CM,F&E",In-Progress,673931,358196.0,356856.0,629.0,-47.05
17,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,In-Progress,18678278,17127742.0,14504747.0,729.0,-22.34
17,P.S. 161 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",In-Progress,1231358,462264.0,451874.0,729.0,-63.3
17,NEW BRIDGES,SCA CIP,COVID VENTILATION,Construction,In-Progress,5692500,5828030.0,3000706.0,364.0,-47.29
17,NEW BRIDGES,SCA CIP,COVID VENTILATION,"CM,F&E",In-Progress,354200,648755.0,539473.0,364.0,52.31
17,NEW BRIDGES,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Design,In-Progress,30000,12427.0,11986.0,154.0,-60.05
17,NEW BRIDGES,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,In-Progress,3438,623.0,623.0,124.0,-81.88
17,P.S. 189 - BROOKLYN,SCA CIP,WATER INFILTRATION @ K189 / EXTERIOR MASONRY / PARAPETS / ROOFS,Construction,In-Progress,9525375,8917824.0,7623275.0,629.0,-19.97
17,P.S. 189 - BROOKLYN,SCA CIP,WATER INFILTRATION @ K189 / EXTERIOR MASONRY / PARAPETS / ROOFS,"CM,F&E",In-Progress,593843,448770.0,447686.0,629.0,-24.61
17,P.S. 189 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,215760,192261.0,167993.0,299.0,-22.14
17,P.S. 189 - BROOKLYN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,200835,198016.0,106326.0,299.0,-47.06
17,I.S. 394 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,Construction,In-Progress,19600625,17727968.0,89825.0,899.0,-99.54
17,I.S. 394 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / PARAPETS,"CM,F&E",In-Progress,1397612,110003.0,109392.0,899.0,-92.17
17,I.S. 394 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,283040,255930.0,146886.0,329.0,-48.1
17,I.S. 394 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,169567,155321.0,91578.0,329.0,-45.99
17,I.S. 246 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K246 / FIRE ALARM SYSTEM / BMS UPGRADE,"CM,F&E",In-Progress,1044540,432862.0,97464.0,729.0,-90.67
17,I.S. 246 - BROOKLYN,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,In-Progress,880000,502193.0,66870.0,329.0,-92.4
17,I.S. 246 - BROOKLYN,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",In-Progress,84226,82408.0,10698.0,329.0,-87.3
17,P.S. 249 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Construction,In-Progress,10071331,9254036.0,3116365.0,869.0,-69.06
17,P.S. 249 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,"CM,F&E",In-Progress,683096,157633.0,150857.0,869.0,-77.92
17,P.S. 249 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,21178,21178.0,3469.0,182.0,-83.62
17,P.S. 289 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,290000,259509.0,145901.0,329.0,-49.69
17,P.S. 289 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,134871,114740.0,59725.0,329.0,-55.72
17,P.S. 316 - BROOKLYN,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Design,In-Progress,30000,24681.0,4492.0,154.0,-85.03
17,P.S. 375 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,13504847,12344252.0,367226.0,899.0,-97.28
17,P.S. 375 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,974731,50615.0,50615.0,899.0,-94.81
17,M.S. 352 - BROOKLYN,SCA CIP RESOA,FY24 RESO A PLAYGROUND UPGRADE,Design,In-Progress,43800,30854.0,8075.0,136.0,-81.56
17,M.S. 354 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / SECURITY LIGHTING / EXTERIOR DOORS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Design,In-Progress,1339277,1339277.0,30132.0,155.0,-97.75
17,I.S. 722 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K391 / FIRE ALARM SYSTEM,Construction,In-Progress,7554375,6835251.0,12635.0,729.0,-99.83
17,I.S. 722 - BROOKLYN,SCA CIP,CHILLER REPLACEMENT @ K391 / FIRE ALARM SYSTEM,"CM,F&E",In-Progress,470050,83967.0,43501.0,729.0,-90.75
17,P.S. 398 - BROOKLYN,SCA CIP,PLAYGROUND REDEVELOPMENT,Construction,In-Progress,2970000,2818969.0,2081081.0,364.0,-29.93
17,P.S. 398 - BROOKLYN,SCA CIP,PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,184800,334148.0,330361.0,364.0,78.77
17,P.S. 399 - BROOKLYN,SCA CIP,RTU REPLACEMENT / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / STANDALONE DDC CONTROLS,Construction,In-Progress,9245730,8540265.0,1245674.0,869.0,-86.53
17,P.S. 399 - BROOKLYN,SCA CIP,RTU REPLACEMENT / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / STANDALONE DDC CONTROLS,"CM,F&E",In-Progress,779240,599762.0,587052.0,869.0,-24.66
17,HS FOR GLOBAL CITIZENSHIP - K,SCA CIP RESOA,FY24 RESO A LOCKER ROOM UPGRADE,Design,In-Progress,90000,69904.0,9858.0,139.0,-89.05
17,BROOKLYN HS FOR MUSIC &THEATER - K,SCA CIP RESOA,FY24 RESO A GYMNASIUM UPGRADE,Design,In-Progress,87000,70792.0,9229.0,139.0,-89.39
17,H.S. 745 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,Construction,In-Progress,43063875,39403199.0,27088504.0,809.0,-37.1
17,H.S. 745 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS / WINDOWS,"CM,F&E",In-Progress,2679530,1227560.0,1211130.0,809.0,-54.8
17,NEW BRIDGES,SCA CIP,STANDALONE GYM ANNEX,Construction,In-Progress,9931500,9741750.0,8908132.0,509.0,-10.3
17,NEW BRIDGES,SCA CIP,STANDALONE GYM ANNEX,"CM,F&E",In-Progress,635669,602445.0,558721.0,509.0,-12.11
17,CLARA BARTON HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,253356,228459.0,161471.0,299.0,-36.27
17,CLARA BARTON HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,266617,265528.0,187730.0,299.0,-29.59
17,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,204844,184963.0,133196.0,299.0,-34.98
17,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HS - K,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,229756,228523.0,152059.0,299.0,-33.82
17,K373 SPED - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,5388593,5284483.0,3999394.0,539.0,-25.78
17,K373 SPED - BROOKLYN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,476962,477786.0,455494.0,539.0,-4.5
17,SAINT JOHN'S DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT,Construction,In-Progress,2849162,2715131.0,236431.0,539.0,-91.7
17,SAINT JOHN'S DAY CARE CENTER,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT,"CM,F&E",In-Progress,177281,256454.0,102791.0,539.0,-42.02
17,CUNY @ MEDGAR EVERS HS ANNEX - BROOKLYN,SCA Capacity,NEW BUILDING/CUNY CORE & SHELL,Design,In-Progress,3956763,3956763.0,606275.0,199.0,-84.68
18,P.S. 66 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,290000,264397.0,225347.0,329.0,-22.29
18,P.S. 66 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,120143,98791.0,92497.0,329.0,-23.01
18,I.S. 68 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,8769375,8205679.0,7771168.0,759.0,-11.38
18,I.S. 68 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,545650,918573.0,917799.0,759.0,68.2
18,P.S. 115 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / FLOOD ELIMINATION,Construction,In-Progress,5409692,5171102.0,3733478.0,729.0,-30.99
18,P.S. 115 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / FLOOD ELIMINATION,"CM,F&E",In-Progress,509744,602874.0,598680.0,729.0,17.45
18,P.S. 115 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,18346,18346.0,2926.0,181.0,-84.05
18,P.S. 208 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM / COVID CLIMATE CONTROL,Construction,In-Progress,6239250,5815925.0,1798793.0,454.0,-71.17
18,P.S. 208 - BROOKLYN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM / COVID CLIMATE CONTROL,"CM,F&E",In-Progress,388220,425059.0,422783.0,454.0,8.9
18,P.S. 208 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,17061,17061.0,3069.0,181.0,-82.01
18,I.S. 211 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,In-Progress,12199500,11171638.0,2680422.0,869.0,-78.03
18,I.S. 211 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM,F&E",In-Progress,766103,120637.0,118781.0,869.0,-84.5
18,P.S. 219 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE / FY21 RESO A SCIENCE LAB UPGRADE,Construction,In-Progress,3300000,3088532.0,106153.0,539.0,-96.78
18,P.S. 219 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE / FY21 RESO A SCIENCE LAB UPGRADE,"CM,F&E",In-Progress,225000,84939.0,84939.0,539.0,-62.25
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,243600,218361.0,191511.0,329.0,-21.38
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,105649,89297.0,77295.0,329.0,-26.84
18,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,Construction,In-Progress,3934577,3669518.0,3604817.0,539.0,-8.38
18,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY / ROOFS / PARAPETS,"CM,F&E",In-Progress,443139,320390.0,320390.0,539.0,-27.7
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,243600,217432.0,188207.0,329.0,-22.74
18,P.S. 235 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,96837,79281.0,75840.0,329.0,-21.68
18,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Design,In-Progress,73510,57327.0,4825.0,139.0,-93.44
18,P.S. 244 - BROOKLYN,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Design,In-Progress,57000,61714.0,34625.0,154.0,-39.25
18,MIDDLE SCHOOL FOR ART & PHILOS - K,SCA CIP,FLOOD ELIMINATION,Scope,In-Progress,15000,54675.0,4655.0,138.0,-68.97
18,P.S. 268 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,16425001,15189232.0,6374171.0,729.0,-61.19
18,P.S. 268 - BROOKLYN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,1023032,420336.0,381684.0,729.0,-62.69
18,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY23 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER,Construction,In-Progress,1012000,555835.0,7532.0,329.0,-99.26
18,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY23 RESO A MULTIMEDIA CENTER / PATH OF TRAVEL RESO A MULTIMEDIA CENTER,"CM,F&E",In-Progress,69000,61967.0,7606.0,329.0,-88.98
18,P.S. 276 - BROOKLYN,SCA CIP RESOA,FY23 RESO A (MA) CAFETERIA UPGRADE,Design,In-Progress,44958,36429.0,1039.0,140.0,-97.69
18,P.S. 279 - BROOKLYN,SCA CIP,BACKFLOW PREVENTION DEVICES,Construction,In-Progress,873750,790102.0,606624.0,359.0,-30.57
18,P.S. 279 - BROOKLYN,SCA CIP,BACKFLOW PREVENTION DEVICES,"CM,F&E",In-Progress,202500,119000.0,116689.0,359.0,-42.38
18,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Design,In-Progress,125658,102909.0,43425.0,156.0,-65.44
18,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL SCIENCE LAB UPGRADES,Design,In-Progress,7137,7137.0,7137.0,125.0,0.0
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,SWIMMING POOL,Construction,In-Progress,26437500,24462051.0,14368060.0,729.0,-45.65
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,SWIMMING POOL,"CM,F&E",In-Progress,1645000,761125.0,746961.0,729.0,-54.59
18,KURT HAHN EXPED LEARNING SCH - K,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Design,In-Progress,29640,22865.0,3789.0,154.0,-87.22
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Design,In-Progress,29640,23042.0,23042.0,154.0,-22.26
18,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,In-Progress,1983,1983.0,1983.0,123.0,0.0
18,KURT HAHN EXPED LEARNING SCH - K,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,In-Progress,915,915.0,915.0,123.0,0.0
18,HS FOR INNOVATION IN AD - BKLYN,SCA CIP,PARAPETS / ROOFS / EXTERIOR MASONRY,Construction,In-Progress,23838075,22135306.0,8312787.0,899.0,-65.13
