Distrito Geografico,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada,Duración Proyectada,Desviación Presupuestaria
8,P.S. 138 - BRONX,SCA CIP,EXISTING BUILDING-INTERIOR RENOVATIONS,Design,In-Progress,72981,120772.0,66359.0,154.0,-9.07
8,P.S. 140 - BRONX,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,Construction,In-Progress,4451993,4095072.0,2493824.0,729.0,-43.98
8,P.S. 140 - BRONX,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS,"CM,F&E",In-Progress,375946,331054.0,324576.0,729.0,-13.66
8,P.S. 140 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,25372,25372.0,7822.0,181.0,-69.17
8,P.S. 146 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,In-Progress,744831,744831.0,5948.0,154.0,-99.2
8,P.S. 146 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,10095750,9601325.0,7835375.0,729.0,-22.39
8,P.S. 146 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,629386,1229588.0,1229059.0,729.0,95.28
8,P.S. 146 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,290000,262060.0,1810.0,299.0,-99.38
8,P.S. 146 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,90116,68990.0,5515.0,299.0,-93.88
8,P.S. 152 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,22857,22857.0,2368.0,181.0,-89.64
8,P.S. 182 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,21368,21368.0,7216.0,181.0,-66.23
8,HERBERT H. LEHMAN HS - X,SCA CIP,VENTILATION @ X405,Construction,In-Progress,18540000,16800772.0,75805.0,729.0,-99.59
8,HERBERT H. LEHMAN HS - X,SCA CIP,VENTILATION @ X405,"CM,F&E",In-Progress,1153600,168201.0,87094.0,729.0,-92.45
8,HERBERT H. LEHMAN HS - X,SCA CIP,AUDITORIUM UP0GRADE,Construction,In-Progress,1181250,1256275.0,1052032.0,364.0,-10.94
8,HERBERT H. LEHMAN HS - X,SCA CIP,AUDITORIUM UP0GRADE,"CM,F&E",In-Progress,73500,165531.0,157821.0,364.0,114.72
8,X000 - BRONX,SCA CIP,ATHLETIC FIELD/FIELD HOUSE / DEP GREEN INFRASTRUCTURE,Construction,In-Progress,29811319,32382156.0,1311448.0,544.0,-95.6
8,X000 - BRONX,SCA CIP,ATHLETIC FIELD/FIELD HOUSE / DEP GREEN INFRASTRUCTURE,"CM,F&E",In-Progress,1855517,206407.0,206407.0,544.0,-88.88
8,SCHOOL FOR TOURISM AND HOSPITALITY - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,4425750,1829974.0,2774789.0,539.0,-37.3
8,SCHOOL FOR TOURISM AND HOSPITALITY - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,275380,191128.0,190227.0,539.0,-30.92
8,ALC-JANE ADDAMS HS,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,266800,237136.0,181490.0,268.0,-31.98
8,ALC-JANE ADDAMS HS,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,219927,208001.0,201746.0,268.0,-8.27
9,BRONX CNTR FOR SCIENCE & MATH - X,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,510400,530372.0,71786.0,364.0,-85.94
9,BRONX CNTR FOR SCIENCE & MATH - X,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,94600,71773.0,14902.0,364.0,-84.25
9,BRONX CNTR FOR SCIENCE & MATH - X,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,236640,213929.0,102696.0,364.0,-56.6
9,BRONX CNTR FOR SCIENCE & MATH - X,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,78489,60696.0,38664.0,364.0,-50.74
9,P.S. 4 - BRONX,SCA CIP,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY,Scope,In-Progress,270318,280537.0,37723.0,137.0,-86.04
9,P.S. 4 - BRONX,SCA CIP,RNWL SBHC / RNWL SBHC- ELECTRICAL UPGRADE / STH SBHC- MENTAL HEALTH SUITE,Construction,In-Progress,7029000,6632971.0,3479296.0,729.0,-50.5
9,P.S. 4 - BRONX,SCA CIP,RNWL SBHC / RNWL SBHC- ELECTRICAL UPGRADE / STH SBHC- MENTAL HEALTH SUITE,"CM,F&E",In-Progress,444685,292850.0,183744.0,729.0,-58.68
9,P.S. 28 - BRONX,SCA CIP,DETERIORATED METAL ARCH CEILING & BEAMS / FULL PROGRAM ACCESSIBILITY / ELECTRICAL SERVICE UPGRADE / EXTERIOR MASONRY / WINDOWS,Construction,In-Progress,42534156,38503672.0,8045568.0,1276.0,-81.08
9,P.S. 28 - BRONX,SCA CIP,DETERIORATED METAL ARCH CEILING & BEAMS / FULL PROGRAM ACCESSIBILITY / ELECTRICAL SERVICE UPGRADE / EXTERIOR MASONRY / WINDOWS,"CM,F&E",In-Progress,2697337,958531.0,951477.0,1276.0,-64.73
9,P.S. 28 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,192560,174870.0,115054.0,364.0,-40.25
9,P.S. 28 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,60520,46752.0,28824.0,364.0,-52.37
9,P.S. 53 - BRONX,SCA CIP,STH- SBHC,Construction,In-Progress,3369375,3061869.0,563550.0,539.0,-83.27
9,P.S. 53 - BRONX,SCA CIP,STH- SBHC,"CM,F&E",In-Progress,209650,89729.0,89512.0,539.0,-57.3
9,P.S. 55 - BRONX,SCA CIP,CHARTER MATCH AUDITORIUM UPGRADE / PATH OF TRAVEL CHARTER MATCH AUDITORIUM UPGRADE,Construction,In-Progress,2510442,2412244.0,1626808.0,454.0,-35.2
9,P.S. 55 - BRONX,SCA CIP,CHARTER MATCH AUDITORIUM UPGRADE / PATH OF TRAVEL CHARTER MATCH AUDITORIUM UPGRADE,"CM,F&E",In-Progress,160983,100669.0,76977.0,454.0,-52.18
9,P.S. 58 - BRONX,SCA CIP,FLOOD ELIMINATION / FULL PROGRAM ACCESSIBILITY / EXTERIOR MASONRY / WINDOWS / ROOFS / PARAPETS,Construction,In-Progress,19683701,19545874.0,17707821.0,1094.0,-10.04
9,P.S. 58 - BRONX,SCA CIP,FLOOD ELIMINATION / FULL PROGRAM ACCESSIBILITY / EXTERIOR MASONRY / WINDOWS / ROOFS / PARAPETS,"CM,F&E",In-Progress,1514872,1148266.0,1105745.0,1094.0,-27.01
9,P.S. 63 - BRONX,SCA CIP,REINFORCING SUPPORT ELEMENTS / PAVED AREAS CONCRETE / WINDOWS / PARAPETS / ROOFS / EXTERIOR MASONRY,Construction,In-Progress,22848863,20770898.0,1456445.0,1094.0,-93.63
9,P.S. 63 - BRONX,SCA CIP,REINFORCING SUPPORT ELEMENTS / PAVED AREAS CONCRETE / WINDOWS / PARAPETS / ROOFS / EXTERIOR MASONRY,"CM,F&E",In-Progress,1495617,61710.0,61156.0,1094.0,-95.91
9,P.S. 63 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,334776,295260.0,273780.0,299.0,-18.22
9,P.S. 63 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,203376,184274.0,147975.0,299.0,-27.24
9,P.S. 63 - BRONX,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Design,In-Progress,49071,44414.0,26549.0,155.0,-45.9
9,P.S. 63 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,In-Progress,1061,1061.0,1061.0,111.0,0.0
9,THE WALTON AVENUE SCHOOL,SCA CIP,PARAPETS / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS,Construction,In-Progress,23140125,21934136.0,16870374.0,629.0,-27.09
9,THE WALTON AVENUE SCHOOL,SCA CIP,PARAPETS / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS,"CM,F&E",In-Progress,1439830,916237.0,832660.0,629.0,-42.17
9,P.S. 70 - BRONX,SCA CIP,STH SBHC,Construction,In-Progress,3656250,3333159.0,468209.0,729.0,-87.19
9,P.S. 70 - BRONX,SCA CIP,STH SBHC,"CM,F&E",In-Progress,227500,65156.0,65156.0,729.0,-71.36
9,P.S. 70 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,561440,558282.0,2823.0,364.0,-99.5
9,P.S. 70 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,104060,117421.0,12124.0,364.0,-88.35
9,P.S. 73 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Construction,In-Progress,17749125,16430557.0,5147444.0,909.0,-71.0
9,P.S. 73 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,"CM,F&E",In-Progress,1105446,465093.0,457969.0,909.0,-58.57
9,P.S. 73 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Design,In-Progress,145755,145755.0,19501.0,135.0,-86.62
9,I.S. 303 - BRONX,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,Construction,In-Progress,457600,236513.0,3358.0,274.0,-99.27
9,I.S. 303 - BRONX,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE,"CM,F&E",In-Progress,31200,38970.0,10985.0,274.0,-64.79
9,P.S. 88 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Construction,In-Progress,5388433,5210480.0,5077934.0,729.0,-5.76
9,P.S. 88 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,"CM,F&E",In-Progress,384483,788661.0,736729.0,729.0,91.62
9,P.S. 88 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,168282,225463.0,211956.0,269.0,25.95
9,P.S. 88 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,"CM,F&E",In-Progress,31190,41671.0,41671.0,269.0,33.6
9,THE FAMILY SCHOOL - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,147165,154131.0,145191.0,269.0,-1.34
9,THE FAMILY SCHOOL - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM,F&E",In-Progress,27276,34164.0,34164.0,269.0,25.25
9,P.S. 199 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,In-Progress,621884,621884.0,204677.0,169.0,-67.09
9,P.S. 199 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,In-Progress,1135010,1135010.0,327022.0,157.0,-71.19
9,P.S. 109 - BRONX,SCA CIP,ELECTRIFICATION/HEAT PUMP SYSTEMS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SYSTEMS UPGRADE / WINDOWS / ROOFS / PARAPETS,Design,In-Progress,2204122,2204122.0,24194.0,211.0,-98.9
9,P.S. 109 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,704194,562576.0,403252.0,269.0,-42.74
9,P.S. 109 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,"CM,F&E",In-Progress,130519,79553.0,79553.0,269.0,-39.05
9,P.S. 110 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,16538847,15222389.0,654366.0,909.0,-96.04
9,P.S. 110 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,1080486,122814.0,120612.0,909.0,-88.84
9,P.S. 110 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,313200,281947.0,2747.0,299.0,-99.12
9,P.S. 110 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,124179,98818.0,43404.0,299.0,-65.05
9,P.S. 114 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,7481250,7471337.0,6176779.0,729.0,-17.44
9,P.S. 114 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,465500,1343596.0,1273119.0,729.0,173.49
9,P.S. 114 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,239888,218456.0,3088.0,299.0,-98.71
9,P.S. 114 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,77640,58191.0,35856.0,299.0,-53.82
9,I.S. 117 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Construction,In-Progress,8340750,7499783.0,3436619.0,729.0,-58.8
9,I.S. 117 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,"CM,F&E",In-Progress,518980,396680.0,373891.0,729.0,-27.96
9,I.S. 339 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,574142,551412.0,35912.0,364.0,-93.75
9,I.S. 339 - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,106414,88839.0,21379.0,364.0,-79.91
9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,FLOOD ELIMINATION,Construction,In-Progress,917879,824587.0,214827.0,364.0,-76.6
9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,FLOOD ELIMINATION,"CM,F&E",In-Progress,170124,121764.0,102240.0,364.0,-39.9
9,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,SCA CIP,ROOFS,Scope,In-Progress,81830,81830.0,22257.0,137.0,-72.8
9,I.S. 219 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,983748,966225.0,743805.0,364.0,-24.39
9,I.S. 219 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,67074,98036.0,58344.0,364.0,-13.02
9,I.S. 215 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,In-Progress,143830,164025.0,9307.0,139.0,-93.53
9,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,In-Progress,1642030,1674385.0,1540975.0,364.0,-6.15
9,GRANT AVENUE ELEMENTARY SCHOOL,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",In-Progress,111956,177237.0,174679.0,364.0,56.02
9,P.S./I.S. 218 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION,Construction,In-Progress,6278234,5759606.0,5463751.0,539.0,-12.97
9,P.S./I.S. 218 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY / ROOFS / FLOOD ELIMINATION,"CM,F&E",In-Progress,467092,181570.0,180513.0,539.0,-61.35
9,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,257520,229765.0,2297.0,364.0,-99.11
9,P.S./I.S. 218 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,83489,61444.0,37468.0,364.0,-55.12
9,BRONX INTERNATIONAL - BRONX,SCA CIP,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,Construction,In-Progress,42073721,43285543.0,38685933.0,1599.0,-8.05
9,BRONX INTERNATIONAL - BRONX,SCA CIP,TOWER TERRA COTTA REPLACEMENT / FLOOD ELIMINATION / ROOFS / WINDOWS / INTERIOR SPACES,"CM,F&E",In-Progress,2961572,3244379.0,3143920.0,1599.0,6.16
9,BRONX INTERNATIONAL - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,3900656,3575696.0,65158.0,719.0,-98.33
9,BRONX INTERNATIONAL - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,257995,117396.0,75290.0,719.0,-70.82
9,HS OF BUSINESS - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,677440,608512.0,5609.0,364.0,-99.17
9,HS OF BUSINESS - BRONX,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,125560,86900.0,12765.0,364.0,-89.83
9,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,In-Progress,653250,653250.0,14788.0,158.0,-97.74
9,P.S. @ 2075 WEBSTER AVENUE - BRONX,SCA Capacity,NEW SCHOOL / DEMOLITION OF EXISTING X163 BUILDING,Construction,In-Progress,90571865,87112858.0,70923970.0,839.0,-21.69
9,P.S. @ 2075 WEBSTER AVENUE - BRONX,SCA Capacity,NEW SCHOOL / DEMOLITION OF EXISTING X163 BUILDING,"CM,Art,F&E",In-Progress,12767840,8631632.0,6210971.0,839.0,-51.35
9,P.S. 53 - BRONX,SCA CIP,PS53X @ X851/X874 OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,In-Progress,57006,57006.0,11347.0,91.0,-80.1
9,I.S. 241 - BRONX,SCA CIP,ROOF REPLACEMENT,Construction,In-Progress,10213875,9267117.0,6327494.0,1079.0,-38.05
9,I.S. 241 - BRONX,SCA CIP,ROOF REPLACEMENT,"CM,F&E",In-Progress,636178,188603.0,163922.0,1079.0,-74.23
9,I.S. 241 - BRONX,SCA CIP,IPDVS INSTALLATION,Construction,In-Progress,216439,191206.0,110987.0,299.0,-48.72
9,I.S. 241 - BRONX,SCA CIP,IPDVS INSTALLATION,"CM,F&E",In-Progress,134916,124849.0,104538.0,299.0,-22.52
9,HIGHBRIDGE ADVISORY COUNCIL - BRONX,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / ACS EARLY LEARN PATH OF TRAVEL,Construction,In-Progress,2410555,2327651.0,221797.0,546.0,-90.8
9,HIGHBRIDGE ADVISORY COUNCIL - BRONX,SCA CIP,ACS EARLY LEARN LEASE IMPROVEMENT / ACS EARLY LEARN PATH OF TRAVEL,"CM,F&E",In-Progress,175599,255150.0,136902.0,546.0,-22.04
10,P.S. 3 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,258910,225430.0,166694.0,299.0,-35.62
10,P.S. 3 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,177762,158411.0,100970.0,299.0,-43.2
10,P.S. 8 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,18183,18183.0,2058.0,182.0,-88.68
10,P.S. 9 - BRONX,SCA CIP,CRACKED MASONRY / PARAPETS / ROOFS,Construction,In-Progress,17549627,16263798.0,13910570.0,719.0,-20.74
10,P.S. 9 - BRONX,SCA CIP,CRACKED MASONRY / PARAPETS / ROOFS,"CM,F&E",In-Progress,1091977,728665.0,726094.0,719.0,-33.51
10,P.S. 9 - BRONX,SCA CIP,STH-SBHC ROOM CONVERSION / STH-SBHC ELECTRICAL SYSTEMS / INTRUSION ALARM SYSTEM,Construction,In-Progress,6620774,6245447.0,1602800.0,729.0,-75.79
10,P.S. 9 - BRONX,SCA CIP,STH-SBHC ROOM CONVERSION / STH-SBHC ELECTRICAL SYSTEMS / INTRUSION ALARM SYSTEM,"CM,F&E",In-Progress,465813,339037.0,83208.0,729.0,-82.14
10,P.S. 9 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,In-Progress,28215,42934.0,3727.0,91.0,-86.79
10,P.S. 15 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,Construction,In-Progress,4776062,4323378.0,4113218.0,539.0,-13.88
10,P.S. 15 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,"CM,F&E",In-Progress,390768,851562.0,842238.0,539.0,115.53
10,P.S. 15 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,316445,275525.0,201432.0,299.0,-36.35
10,P.S. 15 - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,146983,127601.0,29843.0,299.0,-79.7
10,X168 SPED - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,550000,445318.0,112693.0,299.0,-79.51
10,X168 SPED - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION / FY24 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,141926,158470.0,138045.0,299.0,-2.73
10,P.S. 23 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,In-Progress,214020,186345.0,498.0,299.0,-99.77
10,P.S. 23 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,39668,31739.0,14696.0,299.0,-62.95
10,P.S. 24 - BRONX,SCA CIP,EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS,Construction,In-Progress,4882259,4442414.0,1076672.0,729.0,-77.95
10,P.S. 24 - BRONX,SCA CIP,EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS,"CM,F&E",In-Progress,303785,387565.0,362516.0,729.0,19.33
10,I.S. 390 - BRONX,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,In-Progress,148934,148934.0,79093.0,189.0,-46.89
10,I.S. 390 - BRONX,SCA CIP RESOA,FY23 RESO A KITCHEN UPGRADE,Design,In-Progress,119124,206041.0,105950.0,153.0,-11.06
10,P.S. 32 - BRONX,SCA CIP,OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT:,Design,In-Progress,185539,185539.0,3769.0,139.0,-97.97
10,X188 SPED - BRONX,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,300491,276019.0,238398.0,364.0,-20.66
10,X188 SPED - BRONX,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,192788,164247.0,132439.0,364.0,-31.3
10,P.S. 37 - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,352000,238328.0,192409.0,299.0,-45.34
10,P.S. 37 - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,144549,155560.0,94835.0,299.0,-34.39
10,P.S. 46 - BRONX,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,Construction,In-Progress,12354085,13387344.0,11913965.0,729.0,-3.56
10,P.S. 46 - BRONX,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,"CM,F&E",In-Progress,802709,965059.0,940622.0,729.0,17.18
10,P.S. 54 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,In-Progress,18000,67102.0,4698.0,139.0,-73.9
10,P.S. 54 - BRONX,SCA CIP RESOA,FY23 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,352000,189375.0,498.0,299.0,-99.86
10,P.S. 54 - BRONX,SCA CIP RESOA,FY23 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,24000,29355.0,12034.0,299.0,-49.86
10,P.S. 382 - BRONX,SCA CIP,REINFORCE SUPPORT ELEMENTS,Construction,In-Progress,808520,754850.0,268685.0,539.0,-66.77
10,P.S. 382 - BRONX,SCA CIP,REINFORCE SUPPORT ELEMENTS,"CM,F&E",In-Progress,149855,103314.0,80361.0,539.0,-46.37
10,I.S. 447 - BRONX,SCA CIP RESOA,FY19 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,419720,347301.0,198085.0,269.0,-52.81
10,I.S. 447 - BRONX,SCA CIP RESOA,FY19 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,175088,175477.0,163300.0,269.0,-6.73
10,SCHOOL FOR ENVIR CITIZEN - BRONX,SCA CIP RESOA,FY21 RESO A SUPPLEMENTAL COOLING / FY21 RESO A ROOM CONVERSION,Construction,In-Progress,1206575,1123828.0,21111.0,364.0,-98.25
10,SCHOOL FOR ENVIR CITIZEN - BRONX,SCA CIP RESOA,FY21 RESO A SUPPLEMENTAL COOLING / FY21 RESO A ROOM CONVERSION,"CM,F&E",In-Progress,82267,123803.0,41182.0,364.0,-49.94
10,P.S. 280 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,9988876,9067854.0,4118332.0,791.0,-58.77
10,P.S. 280 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,623060,125362.0,118236.0,791.0,-81.02
10,P.S. 81 - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Construction,In-Progress,407999,345556.0,329511.0,299.0,-19.24
10,P.S. 81 - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,"CM,F&E",In-Progress,135535,178036.0,173644.0,299.0,28.12
10,P.S. 85 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,15352,15352.0,4116.0,179.0,-73.19
10,P.S. 86 - BRONX,SCA CIP,EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / ROOFS / PARAPETS,Construction,In-Progress,11432973,10617323.0,1829699.0,729.0,-84.0
10,P.S. 86 - BRONX,SCA CIP,EXTERIOR MASONRY / WINDOWS / FLOOD ELIMINATION / ROOFS / PARAPETS,"CM,F&E",In-Progress,810742,273738.0,250222.0,729.0,-69.14
10,P.S. 86 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,15865,15865.0,4459.0,181.0,-71.89
10,P.S. 86 - BRONX,SCA CIP,PATH OF TRAVEL OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,In-Progress,647,690.0,690.0,91.0,6.65
10,P.S. 91 - BRONX,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,In-Progress,422700,338104.0,81227.0,139.0,-80.78
10,P.S. 91 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,In-Progress,3555,3555.0,3555.0,125.0,0.0
