Distrito Geografico,ID Edificio,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Fecha de Inicio,Fecha de Fin Proyectada,Fecha de Fin Real,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada
10,X143,I.S. 244 - BRONX,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,12/16/2022,4/21/2023,5/12/2023,98731,57501.0,53545.0
10,X206,I.S. 206B - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,9/19/2022,1/23/2023,9/27/2022,2847,3373.0,3373.0
10,X206,I.S. 206B - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,9/27/2022,7/20/2023,1/11/2023,12812,13491.0,13491.0
10,X206,I.S. 206B - BRONX,SCA CIP RESOA,FY21 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,2/15/2022,5/13/2022,8/16/2022,66110,70319.0,70319.0
10,X206,I.S. 206B - BRONX,SCA CIP RESOA,FY21 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,Complete,4/14/2023,4/12/2024,4/11/2024,969601,706052.0,577122.0
10,X206,I.S. 206B - BRONX,SCA CIP RESOA,FY21 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",Complete,4/14/2023,4/12/2024,4/11/2024,269594,304822.0,147279.0
10,X209,P.S. 209 - BRONX,SCA CIP,PLAYGROUND SAFETY SURFACE,Scope,Complete,4/13/2023,7/14/2023,4/13/2023,3336,5765.0,0.0
10,X209,P.S. 209 - BRONX,SCA CIP,PLAYGROUND SAFETY SURFACE,Design,Complete,4/13/2023,8/29/2023,5/24/2023,15010,0.0,0.0
10,X279,P.S. 279 - BRONX,SCA CIP,PLAYGROUND UPGRADE,Scope,Complete,12/6/2021,4/8/2022,9/21/2022,72203,236793.0,233955.0
10,X306,P.S. 306 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,10/17/2018,3/7/2019,9/3/2019,172980,232592.0,232592.0
10,X306,P.S. 306 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/4/2019,2/7/2020,5/14/2021,864901,944641.0,912029.0
10,X306,P.S. 306 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,9/20/2022,1/24/2023,9/29/2022,6272,3036.0,3036.0
10,X306,P.S. 306 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,9/29/2022,3/30/2023,1/11/2023,28224,12143.0,12143.0
10,X306,P.S. 306 - BRONX,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Design,Complete,2/29/2024,7/16/2024,5/1/2024,30000,32039.0,31337.0
10,X368,M.S./H.S. 368 - BRONX,SCA CIP,ASPHALT PAVEMENT AT TIBBETT AVE,Scope,Complete,3/14/2023,6/12/2023,2/5/2024,108500,306093.0,306093.0
10,X368,M.S./H.S. 368 - BRONX,SCA CIP,ASPHALT PAVEMENT AT TIBBETT AVE,Design,Complete,2/20/2024,7/5/2024,5/16/2024,542500,180886.0,20292.0
10,X368,M.S./H.S. 368 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY,Scope,Complete,6/14/2024,10/31/2024,9/16/2024,130463,57698.0,37263.0
10,X368,M.S./H.S. 368 - BRONX,SCA CIP RESOA,FY22 RESO A ATHLETIC FIELD UPGRADE,Scope,Complete,4/28/2022,7/29/2022,7/20/2022,83824,83824.0,83824.0
10,X430,M.S./H.S. 342 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL SYSTEMS,Scope,Complete,6/18/2019,12/16/2019,11/20/2019,403971,363933.0,360892.0
10,X430,M.S./H.S. 342 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ELECTRICAL SYSTEMS,Design,Complete,12/18/2019,6/15/2020,5/15/2020,2007396,744547.0,740398.0
10,X430,M.S./H.S. 342 - BRONX,SCA CIP,FIRE SPRINKLER SYSTEM,Scope,Complete,8/10/2023,11/9/2023,11/8/2023,19190,49366.0,49366.0
10,X430,M.S./H.S. 342 - BRONX,SCA CIP,FIRE SPRINKLER SYSTEM,Design,Complete,11/20/2023,5/23/2024,8/5/2024,76759,70547.0,63080.0
10,X435,FORDHAM HS FOR THE ARTS - BRONX,SCA CIP,STRUCTURAL ELEMENTS UNDER POOL / PATH OF TRAVEL STRUCTURAL ELEMENTS UNDER POOL / VENTILATION,Scope,Complete,2/7/2020,7/21/2023,8/4/2023,223330,134168.0,134168.0
10,X435,FORDHAM HS FOR THE ARTS - BRONX,SCA CIP,STRUCTURAL ELEMENTS UNDER POOL / PATH OF TRAVEL STRUCTURAL ELEMENTS UNDER POOL / VENTILATION,Design,Complete,8/30/2023,1/5/2024,4/11/2024,1116650,542016.0,364209.0
10,X469,X000 - BRONX,SCA Capacity,NEW SCHOOL / PLAYGROUND REDEVELOPMENT,Scope,Complete,9/24/2019,3/5/2020,3/12/2020,1153240,899738.0,898881.0
10,X469,X000 - BRONX,SCA Capacity,NEW SCHOOL / PLAYGROUND REDEVELOPMENT,Design,Complete,3/13/2020,9/23/2020,5/14/2021,5189580,3233984.0,2894021.0
10,X476,BX ENGINEERING & TECH ACADEMY - X,SCA CIP,TENNIS COURT REMEDIATION,Scope,Complete,4/14/2021,8/13/2021,1/21/2022,36500,111873.0,107021.0
10,X476,BX ENGINEERING & TECH ACADEMY - X,SCA CIP,TENNIS COURT REMEDIATION,Design,Complete,1/21/2022,6/13/2022,5/10/2022,182499,272012.0,203468.0
10,X476,BX ENGINEERING & TECH ACADEMY - X,SCA CIP,TENNIS COURT REMEDIATION,Construction,Complete,8/15/2022,2/5/2024,7/24/2024,4106226,3774362.0,3665006.0
10,X476,BX ENGINEERING & TECH ACADEMY - X,SCA CIP,TENNIS COURT REMEDIATION,"CM,F&E",Complete,8/15/2022,2/5/2024,7/24/2024,255499,327202.0,321131.0
10,X515,P.S. @ 3850 REVIEW PLACE - BRONX,SCA Capacity,NEW SCHOOL,Scope,Complete,7/19/2022,12/30/2022,1/20/2023,1788220,903503.0,876551.0
10,X515,P.S. @ 3850 REVIEW PLACE - BRONX,SCA Capacity,NEW SCHOOL,Design,Complete,1/23/2023,8/18/2023,5/14/2024,8046990,1702364.0,1466967.0
10,X515,P.S. @ 3850 REVIEW PLACE - BRONX,SCA CIP,DEMOLITION,Scope,Complete,1/26/2023,1/26/2023,1/26/2023,42240,3480.0,3480.0
10,X515,P.S. @ 3850 REVIEW PLACE - BRONX,SCA CIP,DEMOLITION,Design,Complete,1/26/2023,5/25/2023,12/8/2023,211200,239940.0,157605.0
10,X660,CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,Complete,8/16/2023,1/4/2024,4/9/2024,225570,106066.0,103164.0
10,X660,CROTONA INTERNATIONAL HIGH SCHOOL - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,4/6/2023,7/6/2023,11/20/2023,1354,1354.0,1354.0
10,X779,P.S. 315 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY22 RESO A GYMNASIUM UPGRADE,Design,Complete,1/18/2023,5/11/2023,5/5/2023,72000,57871.0,9307.0
10,X826,P.S. 226 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/16/2024,11/14/2024,7/23/2024,3305,564.0,564.0
10,X853,P.S. 59 - BRONX,SCA CIP,ROOFS,Scope,Complete,7/19/2019,12/5/2019,11/6/2019,21987,21606.0,21606.0
10,X853,P.S. 59 - BRONX,SCA CIP,ROOFS,Design,Complete,11/13/2019,4/16/2020,5/12/2021,109937,111763.0,111696.0
10,X886,GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX II,SCA CIP,HEATING PLANT UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,12/15/2023,5/17/2024,5/24/2024,72617,123897.0,123835.0
10,X930,P.S. 9 - BRONX,SCA CIP,ROOF,Scope,Complete,1/12/2018,5/30/2018,6/5/2018,18067,33365.0,33365.0
10,X930,P.S. 9 - BRONX,SCA CIP,ROOF,Design,Complete,11/28/2018,5/1/2019,4/30/2019,90336,132795.0,98771.0
11,X016,P.S. 16 - BRONX,SCA CIP,EXTERIOR MASONRY / RPZ BACKFLOW PREVENTION DEVICES / PAVED AREA- CONCRETE / FLOOD ELIMINATION / ROOFS,Scope,Complete,1/17/2020,6/3/2020,10/19/2021,58202,113247.0,113247.0
11,X016,P.S. 16 - BRONX,SCA CIP,EXTERIOR MASONRY / RPZ BACKFLOW PREVENTION DEVICES / PAVED AREA- CONCRETE / FLOOD ELIMINATION / ROOFS,Design,Complete,10/22/2021,3/29/2022,3/9/2022,281335,345203.0,345203.0
11,X019,P.S. 19 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,Scope,Complete,6/14/2023,10/31/2023,11/9/2023,71503,115650.0,115588.0
11,X019,P.S. 19 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,Design,Complete,11/20/2023,4/23/2024,5/15/2024,348241,320416.0,270250.0
11,X019,P.S. 19 - BRONX,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,Complete,5/10/2024,,8/16/2024,280000,280000.0,279979.0
11,X041,P.S. 41 - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,1/29/2020,7/23/2020,5/6/2020,30000,27384.0,27384.0
11,X068,P.S. 68 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,5/25/2023,9/26/2023,6/7/2023,3490,1618.0,1618.0
11,X068,P.S. 68 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,6/7/2023,12/5/2023,10/18/2023,15705,6474.0,6474.0
11,X076,P.S. 76 - BRONX,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,Scope,Complete,10/17/2022,5/26/2023,4/19/2023,15993,40243.0,15730.0
11,X076,P.S. 76 - BRONX,SCA CIP,AUDITORIUM UPGRADE / PATH OF TRAVEL AUDITORIUM UPGRADE,Design,Complete,4/19/2023,8/22/2023,5/12/2023,71969,85738.0,51788.0
11,X083,P.S. 83 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5/12/2022,9/12/2022,6/13/2022,5500,5541.0,5541.0
11,X083,P.S. 83 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/13/2022,12/8/2022,12/7/2022,24750,22162.0,22162.0
11,X083,P.S. 83 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Scope,Complete,6/17/2022,11/2/2022,3/9/2023,120306,125177.0,110918.0
11,X083,P.S. 83 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS,Design,Complete,3/10/2023,8/10/2023,5/12/2023,601528,403203.0,351513.0
11,X087,P.S. 87 - BRONX,SCA Capacity,ADDITION / EXISTING SCHOOL RENOVATION WORK,Scope,Complete,4/30/2019,9/20/2019,9/20/2019,1096620,847375.0,845153.0
11,X087,P.S. 87 - BRONX,SCA Capacity,ADDITION / EXISTING SCHOOL RENOVATION WORK,Design,Complete,9/23/2019,3/30/2020,6/30/2020,4934790,3182903.0,2489607.0
11,X087,P.S. 87 - BRONX,SCA Capacity,ADDITION / EXISTING SCHOOL RENOVATION WORK,Construction,Complete,8/23/2021,9/3/2024,7/5/2024,62233185,57999974.0,53221677.0
11,X087,P.S. 87 - BRONX,SCA Capacity,ADDITION / EXISTING SCHOOL RENOVATION WORK,"CM,Art,F&E",Complete,8/23/2021,9/3/2024,7/5/2024,8772960,7031912.0,5214749.0
11,X096,P.S. 96 - BRONX,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,Complete,8/9/2022,12/27/2022,12/27/2022,21983,34555.0,27945.0
11,X097,P.S. 97 - BRONX,SCA CIP,ROOM CONVERSION AND ADA WORK IN EXISTING BUILDING (PHASE 3),Scope,Complete,6/1/2018,11/2/2018,5/2/2022,17296,4607.0,4607.0
11,X097,P.S. 97 - BRONX,SCA CIP,ROOM CONVERSION AND ADA WORK IN EXISTING BUILDING (PHASE 3),Design,Complete,5/2/2022,5/2/2022,5/2/2022,63419,18426.0,18426.0
11,X103,P.S. 103 - BRONX,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,Complete,6/6/2023,,8/21/2023,80000,80000.0,75932.0
11,X105,P.S. 105 - BRONX,SCA Capacity,ADDITION,Scope,Complete,10/19/2020,4/6/2021,4/14/2021,1067475,717767.0,715502.0
11,X105,P.S. 105 - BRONX,SCA Capacity,ADDITION,Design,Complete,4/15/2021,11/9/2021,9/16/2022,4803640,2731631.0,1729503.0
11,X105,P.S. 105 - BRONX,SCA CIP,EXISTING BUILDING-AUDITORIUM / EXISTING BUILDING-INTERIOR RENOVATIONS / EXISTING BUILDING-IPDVS WORK / EXISTING BUILDING-FIRE ALARM WORK / EXISTING BUILDING-ELECTRICAL SYSTEMS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,10/14/2022,1/31/2023,10/23/2023,149604,171157.0,171135.0
11,X105,P.S. 105 - BRONX,SCA CIP,EXISTING BUILDING-GYMNASIUM,Scope,Complete,10/14/2022,1/31/2023,3/10/2023,18206,12613.0,12613.0
11,X105,P.S. 105 - BRONX,SCA CIP,EXISTING BUILDING-GYMNASIUM,Design,Complete,3/15/2023,8/30/2023,11/21/2023,81926,54764.0,52258.0
11,X106,P.S. 106 - BRONX,SCA CIP,EXTERIOR MASONRY,Scope,Complete,4/11/2023,8/25/2023,12/20/2023,19293,57816.0,57816.0
11,X106,P.S. 106 - BRONX,SCA CIP,EXTERIOR MASONRY,Design,Complete,1/2/2024,6/3/2024,5/7/2024,96467,170017.0,130016.0
11,X108,P.S. 108 - BRONX,SCA Capacity,ADDITION,Scope,Complete,7/1/2019,12/2/2019,1/16/2020,1237400,877808.0,849083.0
11,X108,P.S. 108 - BRONX,SCA Capacity,ADDITION,Design,Complete,1/17/2020,6/16/2020,5/14/2021,5568300,2996965.0,2322579.0
11,X108,P.S. 108 - BRONX,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,Complete,3/4/2024,,9/5/2024,200000,200000.0,199728.0
11,X111,P.S. 111 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Scope,Complete,2/11/2020,7/13/2020,3/25/2020,59720,84751.0,84751.0
11,X111,P.S. 111 - BRONX,SCA CIP,PLANYC CLIMATE CONTROL / PLANYC BOILER CONVERSION,Design,Complete,4/2/2020,9/1/2020,8/12/2020,298600,397466.0,337733.0
11,X111,P.S. 111 - BRONX,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / ROOFS,Scope,Complete,4/3/2024,8/19/2024,9/11/2024,114324,38122.0,19222.0
11,X112,P.S. 112 - BRONX,SCA CIP,WINDOWS / EXTERIOR MASONRY / PARAPETS / FLOOD ELIMINATION,Scope,Complete,1/23/2024,6/6/2024,7/12/2024,122210,615.0,615.0
11,X112,P.S. 112 - BRONX,SCA CIP,ROOFS,Scope,Complete,1/23/2024,6/6/2024,7/12/2024,107301,107301.0,44173.0
11,X112,P.S. 112 - BRONX,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,Complete,1/17/2024,5/31/2024,5/6/2024,45000,35343.0,14564.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,10/21/2020,273270,289029.0,289029.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,10/27/2020,6/15/2021,7/1/2021,1366350,638855.0,620118.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,AUDITORIUM UPGRADE,Scope,Complete,10/17/2022,2/21/2023,2/9/2023,15645,52390.0,40709.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,AUDITORIUM UPGRADE,Design,Complete,3/2/2023,8/2/2023,12/7/2023,78227,173574.0,166043.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,PATH OF TRAVEL AUDITORIUM UPGRADE,Scope,Complete,3/22/2023,6/22/2023,6/1/2023,7065,9821.0,9821.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP,PATH OF TRAVEL AUDITORIUM UPGRADE,Design,Complete,6/1/2023,10/4/2023,12/7/2023,31792,36745.0,32051.0
11,X113,SCHOOL OF DIPLOMACY,SCA CIP RESOA,FY22 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,Complete,4/20/2023,8/21/2023,5/12/2023,182944,113519.0,75473.0
11,X121,P.S. 121 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,6/25/2019,11/26/2019,9/25/2019,65450,95684.0,95684.0
11,X121,P.S. 121 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,10/2/2019,3/9/2020,3/6/2020,327250,467096.0,444956.0
11,X127,I.S. 127 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,8/18/2020,1/22/2021,11/16/2020,96030,111571.0,111571.0
11,X127,I.S. 127 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,11/18/2020,4/22/2021,2/3/2021,480151,462070.0,430842.0
11,X135,I.S. 556 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY,Scope,Complete,7/8/2021,11/23/2021,11/5/2021,71743,84165.0,84165.0
11,X135,I.S. 556 - BRONX,SCA CIP,PARAPETS / EXTERIOR MASONRY,Design,Complete,12/1/2021,5/4/2022,5/12/2022,351722,297023.0,297023.0
11,X142,I.S. 529 - BRONX,SCA CIP,HEATING PLANT UPGRADE,Scope,Complete,7/22/2021,12/23/2021,1/14/2022,95580,103292.0,103292.0
11,X142,I.S. 529 - BRONX,SCA CIP,HEATING PLANT UPGRADE,Design,Complete,1/14/2022,6/16/2022,7/12/2022,477900,840392.0,448464.0
11,X142,I.S. 529 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS / WINDOWS,Scope,Complete,7/26/2021,12/10/2021,11/18/2021,269000,312694.0,312694.0
11,X142,I.S. 529 - BRONX,SCA CIP,ROOFS / EXTERIOR MASONRY / PARAPETS / WINDOWS,Design,Complete,12/1/2021,5/4/2022,5/10/2022,1345001,828741.0,756023.0
11,X142,BRONX ALLIANCE MIDDLE SCHOOL,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Scope,Complete,3/28/2024,6/28/2024,9/16/2024,419,419.0,419.0
11,X144,I.S. 144 - BRONX,SCA CIP,REINFORCING SUPPORT ELEMENTS,Scope,Complete,12/5/2023,4/22/2024,3/13/2024,17928,35046.0,19323.0
11,X144,I.S. 144 - BRONX,SCA CIP,REINFORCING SUPPORT ELEMENTS,Design,Complete,3/15/2024,8/15/2024,9/6/2024,71711,57085.0,12058.0
11,X153,P.S. 153 - BRONX,SCA CIP,WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / PARAPETS / RTU REPLACEMENT / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,3/8/2021,7/21/2021,11/12/2021,255795,281991.0,281991.0
11,X153,P.S. 153 - BRONX,SCA CIP,WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS / PARAPETS / RTU REPLACEMENT / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,12/2/2021,5/5/2022,9/22/2022,1265251,953177.0,796032.0
11,X153,P.S. 153 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5/4/2022,9/1/2022,6/6/2022,4200,2936.0,2936.0
11,X153,P.S. 153 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/6/2022,12/1/2022,11/30/2022,18900,11745.0,11745.0
11,X160,P.S. 160 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Design,Complete,6/15/2021,11/16/2021,11/1/2021,20657,60318.0,60318.0
11,X175,P.S. 175 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,5/27/2022,9/27/2022,6/15/2022,3950,5401.0,5401.0
11,X175,P.S. 175 - BRONX,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/15/2022,12/12/2022,12/7/2022,17775,21602.0,21602.0
11,X175,P.S. 175 - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,1/19/2022,6/2/2023,3/14/2023,32289,131461.0,127626.0
11,X175,P.S. 175 - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,3/15/2023,12/4/2023,4/26/2023,158330,165443.0,148157.0
11,X178,P.S. 178 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,1/24/2022,6/8/2022,8/12/2022,68310,63318.0,63318.0
11,X178,P.S. 178 - BRONX,SCA CIP,FULL PROGRAM ACCESSIBILITY / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,8/24/2022,2/14/2023,5/12/2023,341550,266248.0,248470.0
11,X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),SCA CIP RESOA,FY20 RESO A ROOM CONVERSION,Design,Complete,8/17/2022,2/2/2023,3/31/2023,36000,48749.0,16432.0
11,X362,ACADEMY FOR SCHOLARSHIP AND ENTR - BRONX,SCA CIP,IPDVS FULL CAMERA UPGRADE,Scope,Complete,3/24/2022,7/22/2022,4/12/2022,3008,3604.0,3604.0
11,X362,ACADEMY FOR SCHOLARSHIP AND ENTR - BRONX,SCA CIP,IPDVS FULL CAMERA UPGRADE,Design,Complete,4/12/2022,10/5/2022,7/27/2022,13537,14414.0,14414.0
11,X415,BRONXDALE HIGH SCHOOL - BRONX,SCA CIP RESOA,FY24 RESO A KITCHEN UPGRADE / PATH OF TRAVEL RESO A KITCHEN UPGRADE,Design,Complete,5/14/2024,9/12/2024,7/26/2024,28157,41888.0,11584.0
11,X425,BRONX LAB SCHOOL - BRONX,SCA CIP,COVID VENTILATION,Scope,Complete,8/5/2020,12/4/2020,5/28/2021,64200,92974.0,84452.0
11,X425,BRONX LAB SCHOOL - BRONX,SCA CIP,COVID VENTILATION,Design,Complete,6/8/2021,11/15/2021,11/23/2021,321000,324155.0,318758.0
11,X425,X176 SPED - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / WINDOWS / ROOFS / FLOOD ELIMINATION,Scope,Complete,6/9/2022,12/5/2022,10/25/2022,499900,349714.0,349635.0
11,X425,X176 SPED - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / WINDOWS / ROOFS / FLOOD ELIMINATION,Design,Complete,11/8/2022,6/12/2023,5/8/2023,2499499,654625.0,654625.0
11,X425,HS OF COMPUTERS & TECHNOLOGY - X,SCA CIP,FY22 RESO A LOCKER ROOM UPGRADE / REINFORCING SUPPORT ELEMENTS / SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL / VENTILATION,Scope,Complete,5/27/2022,1/25/2024,12/5/2023,283042,257302.0,257302.0
11,X425,HS OF COMPUTERS & TECHNOLOGY - X,SCA CIP,FY22 RESO A LOCKER ROOM UPGRADE / REINFORCING SUPPORT ELEMENTS / SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL / VENTILATION,Design,Complete,12/20/2023,5/1/2024,5/13/2024,1406413,633418.0,576326.0
11,X426,HS OF COMPUTERS & TECHNOLOGY - X,SCA CIP,ATHLETIC FIELD / FIELD HOUSE,Scope,Complete,6/29/2018,12/28/2018,12/11/2018,174630,478710.0,478710.0
11,X426,HS OF COMPUTERS & TECHNOLOGY - X,SCA CIP,ATHLETIC FIELD / FIELD HOUSE,Design,Complete,9/17/2019,10/2/2020,10/5/2020,873151,1650225.0,1489280.0
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,EXTERIOR MASONRY / ROOFS / WINDOWS,Scope,Complete,3/18/2021,8/2/2021,1/14/2022,195096,180335.0,180335.0
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,EXTERIOR MASONRY / ROOFS / WINDOWS,Design,Complete,1/18/2022,6/17/2022,5/11/2022,966382,590706.0,554000.0
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,3/10/2022,7/25/2022,8/30/2022,117480,103650.0,103650.0
11,X455,HARRY S. TRUMAN HS - X,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,9/6/2022,2/27/2023,5/9/2023,587400,421689.0,371688.0
11,X456,HARRY S. TRUMAN HS - X,SCA CIP RESOA,PATH OF TRAVEL RESO A ATHLETIC FIELD / FY22 RESO A ATHLETIC FIELD UPGRADE,Design,Complete,8/21/2023,2/20/2024,5/8/2024,732000,310302.0,310302.0
11,X482,BRONX HS FOR THE VISUAL ARTS - BRONX,SCA CIP,STANDALONE GYM ANNEX,Scope,Complete,11/8/2018,3/29/2019,4/29/2019,218660,367784.0,367779.0
11,X482,BRONX HS FOR THE VISUAL ARTS - BRONX,SCA CIP,STANDALONE GYM ANNEX,Design,Complete,5/1/2019,11/25/2019,4/21/2020,1093300,1663437.0,1270816.0
11,X482,BRONX HS FOR THE VISUAL ARTS - BRONX,SCA CIP,STANDALONE GYM ANNEX,Construction,Complete,7/6/2021,9/28/2022,4/18/2024,24599250,22546579.0,21265504.0
11,X482,BRONX HS FOR THE VISUAL ARTS - BRONX,SCA CIP,STANDALONE GYM ANNEX,"CM,F&E",Complete,7/6/2021,9/28/2022,4/18/2024,1574072,1303654.0,1288710.0
11,X498,P.S. / I.S. 498 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS,Scope,Complete,5/3/2021,9/16/2021,7/20/2021,28224,36508.0,36508.0
11,X498,P.S. / I.S. 498 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS,Design,Complete,8/4/2021,1/7/2022,12/20/2021,137389,165125.0,149780.0
11,X722,X721 SPED - BRONX,SCA CIP,EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS,Scope,Complete,11/13/2012,4/2/2013,3/25/2013,162009,150673.0,150673.0
11,X722,X721 SPED - BRONX,SCA CIP,EXTERIOR MASONRY WATER PENETRATION / WINDOWS / ROOFS / FLOOD ELIMINATION / PARAPETS,Design,Complete,5/6/2013,10/4/2013,2/28/2014,633969,698888.0,629096.0
11,X722,X721 SPED - BRONX,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/3/2022,10/3/2022,6/16/2022,4490,3796.0,3796.0
