Distrito Geografico,ID Edificio,Nombre Escuela,Tipo de Proyecto,Descripción del Proyecto,Fase del Proyecto,Estado del Proyecto,Fecha de Inicio,Fecha de Fin Proyectada,Fecha de Fin Real,Presupuesto del Proyecto,Presupuesto Final Estimado,Cantidad Real Gastada
1,M019,P.S. 19 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,4/13/2021,9/13/2021,7/1/2021,68660,70899.0,70899.0
1,M019,P.S. 19 - MANHATTAN,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,7/6/2021,12/7/2021,11/29/2021,343300,362786.0,298189.0
1,M019,P.S. 19 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/22/2023,10/23/2023,7/6/2023,4240,1518.0,1518.0
1,M019,P.S. 19 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/6/2023,1/3/2024,12/13/2023,19080,6074.0,6074.0
1,M020,P.S. 20 - MANHATTAN,SCA CIP,ROOFS / WINDOWS / SECURITY LIGHTING / EXTERIOR MASONRY / PARAPETS,Scope,Complete,5/26/2021,10/12/2021,1/21/2022,124674,160738.0,160738.0
1,M020,P.S. 20 - MANHATTAN,SCA CIP,ROOFS / WINDOWS / SECURITY LIGHTING / EXTERIOR MASONRY / PARAPETS,Design,Complete,1/21/2022,6/22/2022,5/10/2022,613841,521613.0,513485.0
1,M022,NEW EXPLORATIONS - M,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,4/22/2021,9/7/2021,12/21/2021,195550,193921.0,191326.0
1,M022,NEW EXPLORATIONS - M,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,12/22/2021,6/10/2022,9/16/2022,977750,605106.0,444554.0
1,M025,LOWER EAST SIDE PREP HS - M,SCA CIP,ROOFS / EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS / PARAPETS,Scope,Complete,10/23/2018,3/13/2019,1/24/2020,118770,254063.0,253255.0
1,M025,LOWER EAST SIDE PREP HS - M,SCA CIP,ROOFS / EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS / PARAPETS,Design,Complete,1/24/2020,6/24/2020,5/5/2021,586080,582536.0,525486.0
1,M025,LOWER EAST SIDE PREP HS - M,SCA CIP,ROOFS / EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS / PARAPETS,Construction,Complete,8/13/2021,8/11/2024,8/14/2024,12514695,12763307.0,11212816.0
1,M025,LOWER EAST SIDE PREP HS - M,SCA CIP,ROOFS / EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS / PARAPETS,"CM,F&E",Complete,8/13/2021,8/11/2024,8/14/2024,889665,1281548.0,1217784.0
1,M025,LOWER EAST SIDE PREP HS - M,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/25/2020,10/26/2020,7/21/2020,3482,4450.0,4450.0
1,M025,LOWER EAST SIDE PREP HS - M,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/21/2020,1/15/2021,3/30/2021,15667,17800.0,17800.0
1,M034,P.S. 34 - MANHATTAN,SCA CIP,HEATING PLANT / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / LOW VOLTAGE ELECTRICAL SYSTEM / CLIMATE CONTROL / ELECTRICAL SYSTEMS / WINDOWS / ROOFS / SCHOOLYARD RESURFACING,Scope,Complete,10/19/2018,12/30/2019,3/31/2020,294023,340316.0,330125.0
1,M034,P.S. 34 - MANHATTAN,SCA CIP,HEATING PLANT / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / LOW VOLTAGE ELECTRICAL SYSTEM / CLIMATE CONTROL / ELECTRICAL SYSTEMS / WINDOWS / ROOFS / SCHOOLYARD RESURFACING,Design,Complete,12/7/2020,5/10/2021,5/18/2021,1450039,1134398.0,1038316.0
1,M056,J.H.S. 292 - MANHATTAN,SCA CIP,LOW-VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,4/30/2021,7/30/2021,7/22/2021,27380,42814.0,42814.0
1,M056,J.H.S. 292 - MANHATTAN,SCA CIP,LOW-VOLTAGE ELECTRICAL SYSTEM,Design,Complete,8/2/2021,2/7/2022,2/1/2022,136900,171027.0,154403.0
1,M060,EAST SIDE COMMUNITY SCHOOL,SCA CIP,VENTILATION / FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,5/16/2022,9/16/2022,8/2/2022,53927,78550.0,78550.0
1,M060,EAST SIDE COMMUNITY SCHOOL,SCA CIP,VENTILATION / FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,8/8/2022,2/13/2023,5/8/2023,259893,201922.0,184167.0
1,M061,P.S. 361 - MANHATTAN,SCA CIP,WATER INFILTRATION IN ELECTRICAL ROOM,Scope,Complete,4/9/2019,8/22/2019,9/20/2019,22622,11835.0,11835.0
1,M061,P.S. 361 - MANHATTAN,SCA CIP,WATER INFILTRATION IN ELECTRICAL ROOM,Design,Complete,10/23/2019,3/27/2020,6/8/2020,113110,118178.0,114874.0
1,M061,P.S. 361 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/7/2022,11/4/2022,7/27/2022,3838,2363.0,2363.0
1,M061,P.S. 361 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/27/2022,1/25/2023,9/21/2022,17271,9450.0,9450.0
1,M064,I.S. 839 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,6/20/2019,11/5/2019,12/23/2019,111561,221145.0,217082.0
1,M064,I.S. 839 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,1/8/2020,6/9/2020,6/30/2020,551747,733548.0,663725.0
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A PLAYGROUND UPGRADE,Design,Complete,2/11/2020,6/25/2020,1/2/2024,74829,139951.0,78818.0
1,M064,P.S. 64 - MANHATTAN,SCA CIP RESOA,FY20 RESO A  PATH OF TRAVEL PLAYGROUND UPGRADE,Design,Complete,12/4/2020,5/24/2021,1/2/2024,2354,22197.0,15280.0
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Scope,Complete,1/7/2021,5/7/2021,6/15/2021,39541,50839.0,50800.0
1,M097,BARD COLLEGE HS - MANHATTAN,SCA CIP,WASTE SYSTEM / PARAPETS / EXTERIOR MASONRY,Design,Complete,7/15/2021,12/16/2021,4/21/2022,186049,145846.0,106797.0
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Scope,Complete,8/4/2021,12/21/2021,2/2/2022,73176,195932.0,177643.0
1,M110,P.S. 110 - MANHATTAN,SCA CIP,FACADE REMEDIATION @M110 / PARAPETS / ROOFS / FLOOD ELIMINATION,Design,Complete,6/1/2022,11/22/2022,5/12/2023,355589,310017.0,290581.0
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/18/2019,371656,171214.0,171214.0
1,M134,P.S. 134 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/22/2019,6/21/2019,5/17/2019,1486620,826156.0,771304.0
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Scope,Complete,1/24/2018,1/20/2021,5/19/2021,15710,29475.0,29475.0
1,M137,P.S. 184 - MANHATTAN,SCA CIP,FY18 RESO A ELECTRICAL SYSTEMS / COVID VENTILATION / COVID FIRE ALARM REPLACEMENT,Design,Complete,7/7/2021,12/10/2021,3/3/2022,62520,98375.0,74465.0
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/11/2022,11/8/2022,7/28/2022,5326,2660.0,2660.0
1,M137,P.S. 184 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/28/2022,1/26/2023,9/21/2022,23966,10640.0,10640.0
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,10/24/2018,3/14/2019,1/18/2019,504775,543899.0,505763.0
1,M140,P.S. 140 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS / ANSUL SYSTEMS/FIRE SUPPRESSION / ELECTRICAL UPGRADE / HVAC UPGRADE FOR CLASSROOMS AND PA SPACES / HEATING PLANT UPGRADE / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,1/22/2019,6/21/2019,9/16/2022,2518835,2354532.0,1756812.0
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,7/6/2022,11/3/2022,7/22/2022,4336,4223.0,4223.0
1,M140,P.S. 140 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/22/2022,1/20/2023,9/21/2022,19513,17729.0,17729.0
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/22/2020,11/19/2020,8/19/2020,86400,152029.0,152029.0
1,M142,P.S. 142 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/1/2020,6/15/2021,4/6/2021,432000,390753.0,347885.0
1,M446,UNIVERSITY NEIGHBORHOOD HS - M,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS / PARAPETS / ROOFS,Scope,Complete,6/22/2023,11/7/2023,3/26/2024,154686,233284.0,88837.0
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Scope,Complete,10/12/2018,3/4/2019,1/3/2019,373649,159135.0,159120.0
2,M001,P.S. 1 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOF,Design,Complete,1/3/2019,6/5/2019,5/14/2019,1494600,1080167.0,939756.0
2,M001,P.S. 1 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/22/2024,5/20/2024,1/22/2024,5982,1725.0,1725.0
2,M001,P.S. 1 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/21/2024,9/16/2024,8/13/2024,26919,6899.0,6899.0
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Scope,Complete,2/14/2019,6/17/2019,10/29/2019,113406,3077.0,3077.0
2,M002,P.S. 2 - MANHATTAN,SCA CIP,WINDOWS / ROOFS / PARAPETS / SECURITY LIGHTING,Design,Complete,11/25/2019,4/28/2020,3/22/2022,559432,344697.0,333251.0
2,M002,P.S. 2 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2/26/2024,6/25/2024,3/20/2024,3740,945.0,945.0
2,M002,P.S. 2 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/20/2024,9/13/2024,8/13/2024,16830,3780.0,3780.0
2,M003,P.S. 3 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/26/2023,10/25/2023,7/6/2023,4065,1585.0,1585.0
2,M003,P.S. 3 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/6/2023,1/3/2024,10/18/2023,18290,6342.0,6342.0
2,M006,P.S. 6 - MANHATTAN,SCA CIP RESOA,FY21 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,1/31/2022,3/28/2022,4/4/2022,60518,89611.0,80611.0
2,M017,P.P.A.S. - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/28/2024,7/29/2024,4/16/2024,5043,1294.0,1294.0
2,M017,P.P.A.S. - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/16/2024,10/10/2024,9/25/2024,22694,5176.0,5176.0
2,M033,P.S. 33 - MANHATTAN,SCA CIP,EXTERIOR MASONRY / ROOFS PLAYGROUND SAFETY SURFACE,Scope,Complete,2/28/2019,7/29/2019,10/3/2019,39007,69397.0,69397.0
2,M033,P.S. 33 - MANHATTAN,SCA CIP,EXTERIOR MASONRY / ROOFS PLAYGROUND SAFETY SURFACE,Design,Complete,11/13/2019,4/16/2020,9/1/2021,192928,234471.0,226749.0
2,M033,P.S. 33 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/6/2022,10/4/2022,9/7/2022,6015,5355.0,5355.0
2,M033,P.S. 33 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,9/7/2022,3/8/2023,3/8/2023,27067,21421.0,21421.0
2,M040,P.S. 40 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,Scope,Complete,3/3/2021,7/16/2021,1/25/2022,319430,368295.0,365506.0
2,M040,P.S. 40 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / WINDOWS / ROOFS,Design,Complete,1/25/2022,6/24/2022,5/10/2022,1597150,1149263.0,974622.0
2,M040,I.S. 255 - MANHATTAN,SCA CIP RESOA,FY20 RESO A ACCESSIBILITY,Design,Complete,6/15/2021,12/2/2021,1/12/2022,43862,72006.0,70456.0
2,M040,P.S. 40 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE / FY22 RESO A LIBRARY UPGRADE,Design,Complete,11/2/2022,3/2/2023,1/20/2023,56890,79380.0,70380.0
2,M041,P.S. 41 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Scope,Complete,6/27/2019,11/13/2019,2/11/2020,172368,155663.0,153802.0
2,M041,P.S. 41 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,Design,Complete,2/11/2020,7/13/2020,5/14/2021,860032,584811.0,513457.0
2,M041,P.S. 41 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/27/2024,7/26/2024,4/16/2024,4394,1614.0,1614.0
2,M041,P.S. 41 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,4/16/2024,10/10/2024,9/25/2024,19773,6457.0,6457.0
2,M042,P.S. 42 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,7/17/2019,12/3/2019,1/23/2020,129854,175514.0,169963.0
2,M042,P.S. 42 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/23/2020,6/23/2020,6/30/2020,643030,611673.0,556378.0
2,M042,P.S. 42 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/3/2023,11/1/2023,7/12/2023,4335,1674.0,1674.0
2,M042,P.S. 42 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/12/2023,1/9/2024,10/18/2023,19510,6698.0,6698.0
2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,12/18/2019,3/20/2020,3/16/2020,27730,54369.0,54369.0
2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,SCA CIP,LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,4/20/2021,10/21/2021,8/3/2022,138650,355523.0,224041.0
2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,SCA CIP,EXTERIOR MASONRY / RTU REPLACEMENT / WINDOWS / PARAPETS / ROOFS,Scope,Complete,4/29/2022,9/14/2022,12/7/2022,247331,323214.0,323204.0
2,M047,J.H.S. 47 (SCH FOR THE DEAF) - M,SCA CIP,EXTERIOR MASONRY / RTU REPLACEMENT / WINDOWS / PARAPETS / ROOFS,Design,Complete,12/22/2022,5/25/2023,4/28/2023,1236651,935117.0,761396.0
2,M066,P.S. 151 - MANHATTAN,SCA CIP,PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,12/12/2023,4/29/2024,7/19/2024,54409,139006.0,65071.0
2,M066,P.S. 151 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/30/2020,10/29/2020,7/13/2020,2081,6193.0,6193.0
2,M066,P.S. 151 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,7/13/2020,1/7/2021,3/30/2021,9363,24772.0,24772.0
2,M070,NYC LAB MIDDLE SCHOOL - MANHATTAN,SCA CIP RESOA,RESO A LOCKER ROOM UPGRADE,Design,Complete,1/16/2024,5/30/2024,5/22/2024,195787,126845.0,119106.0
2,M070,NYC LAB MIDDLE SCHOOL - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A LOCKER ROOM UPGRADE,Scope,Complete,10/18/2023,1/22/2024,1/9/2024,5615,5615.0,130.0
2,M070,NYC LAB MIDDLE SCHOOL - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A LOCKER ROOM UPGRADE,Design,Complete,1/12/2024,5/15/2024,5/22/2024,521,521.0,521.0
2,M089,P.S. 89 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,7/20/2023,11/20/2023,8/10/2023,4160,4833.0,4833.0
2,M089,P.S. 89 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,8/10/2023,2/8/2024,12/13/2023,18720,19334.0,19334.0
2,M104,I.S. 104 - MANHATTAN,SCA CIP RESOA,FY 21 RESO A (MA) FITNESS ROOM / PATH OF TRAVEL RESO A FITNESS ROOM,Design,Complete,11/4/2021,3/10/2022,4/14/2022,90524,94457.0,79543.0
2,M111,P.S. 111 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,8/10/2023,12/12/2023,8/22/2023,4480,3704.0,3704.0
2,M111,P.S. 111 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,8/22/2023,2/21/2024,12/13/2023,20160,14814.0,14814.0
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,FY16 RESO A GREEN ROOF,Design,Complete,5/18/2016,10/19/2016,5/17/2019,39714,183531.0,183531.0
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,RESO A- DANCE STUDIO,Design,Complete,8/9/2021,1/12/2022,8/8/2022,45750,111363.0,80911.0
2,M124,P.S. 124 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,5/15/2020,11/12/2020,10/23/2020,154300,247640.0,247640.0
2,M124,P.S. 124 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,10/29/2020,6/15/2021,7/1/2021,771500,449392.0,449392.0
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,Complete,8/7/2023,12/22/2023,12/26/2023,42000,53366.0,11831.0
2,M126,P.S. 126 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/10/2019,279097,290155.0,290155.0
2,M126,P.S. 126 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/16/2019,6/17/2019,5/29/2020,1385660,859901.0,842340.0
2,M126,P.S. 126 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/17/2023,7/18/2023,3/24/2023,5645,2617.0,2617.0
2,M126,P.S. 126 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/24/2023,9/19/2023,5/8/2023,25403,10465.0,10465.0
2,M130,P.S. 130 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/12/2024,10/11/2024,6/13/2024,3380,2286.0,2286.0
2,M130,P.S. 130 - MANHATTAN,SCA CIP,ROOFS,Scope,Complete,9/17/2024,9/17/2024,9/17/2024,3000,0.0,0.0
2,M130,P.S. 130 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,Complete,8/15/2022,1/3/2023,12/8/2022,36000,52960.0,51692.0
2,M158,P.S. 158 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM,Scope,Complete,9/9/2020,1/20/2021,10/1/2021,30137,38340.0,38340.0
2,M158,P.S. 158 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM,Design,Complete,10/13/2021,4/19/2022,7/12/2022,145516,225920.0,189181.0
2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY23 RESO A GYMNASIUM UPGRADE,Design,Complete,1/8/2024,5/31/2024,8/20/2024,31610,51774.0,31855.0
2,M169,M169 SPED - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / WINDOWS / ROOFS / PATH OF TRAVEL ROOF,Scope,Complete,10/12/2018,6/12/2020,5/26/2020,61639,88445.0,88445.0
2,M169,M169 SPED - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / WINDOWS / ROOFS / PATH OF TRAVEL ROOF,Design,Complete,5/26/2020,9/18/2020,12/30/2020,301587,179754.0,150125.0
2,M183,P.S. 183 - MANHATTAN,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Design,Complete,12/3/2018,4/29/2019,4/1/2019,36000,58475.0,49903.0
2,M183,P.S. 183 - MANHATTAN,SCA CIP RESOA,NYS IPDVS NEW INSTALLATION,Design,Complete,5/26/2023,11/24/2023,8/30/2023,30000,2836.0,2836.0
2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,12/2/2015,5/4/2018,2/21/2018,76099,83507.0,83507.0
2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,2/28/2018,7/30/2018,5/4/2018,291517,386048.0,366697.0
2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,Complete,8/8/2022,10/5/2024,4/30/2024,4310303,4022455.0,3437934.0
2,M190,P.S. 290 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",Complete,8/8/2022,10/5/2024,4/30/2024,522514,533996.0,529604.0
2,M190,P.S. 290 - MANHATTAN,SCA CIP RESOA,RESO A ROOFTOP PLAYGROUND,Design,Complete,2/6/2023,7/10/2023,12/26/2023,643687,234030.0,15990.0
2,M198,P.S. 77 - MANHATTAN,SCA CIP RESOA,FY24 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,11/14/2023,5/10/2024,3/5/2024,27000,19762.0,19762.0
2,M234,P.S. 234 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,3/12/2018,7/25/2018,12/16/2019,28750,95254.0,93861.0
2,M234,P.S. 234 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Design,Complete,1/8/2020,6/9/2020,6/26/2020,143751,187935.0,120611.0
2,M234,P.S. 234 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/10/2024,10/9/2024,6/14/2024,3954,911.0,911.0
2,M234,P.S. 234 - MANHATTAN,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,7/1/2024,9/30/2024,8/21/2024,30637,756.0,756.0
2,M267,P.S. 267 - MANHATTAN,SCA CIP,IPDVS FULL CAMERA UPGRADE,Scope,Complete,3/21/2022,7/19/2022,4/12/2022,3341,5686.0,5686.0
2,M267,P.S. 267 - MANHATTAN,SCA CIP,IPDVS FULL CAMERA UPGRADE,Design,Complete,4/12/2022,10/5/2022,7/19/2022,15033,22743.0,22743.0
2,M271,P.S./I.S. 217 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/23/2023,7/24/2023,3/28/2023,4130,2003.0,2003.0
2,M271,P.S./I.S. 217 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/28/2023,9/21/2023,5/5/2023,18586,8012.0,8012.0
2,M276,P.S./I.S. 276 - MANHATTAN,SCA CIP,IDA INTERIOR SPACES / IDA FLOOD ELIMINATION,Scope,Complete,1/19/2022,5/19/2022,4/6/2023,18284,40499.0,39644.0
2,M276,P.S./I.S. 276 - MANHATTAN,SCA CIP,IDA INTERIOR SPACES / IDA FLOOD ELIMINATION,Design,Complete,4/24/2023,10/24/2023,2/21/2024,82275,61758.0,55851.0
2,M282,I.S. 896 - MANHATTAN,SCA CIP RESOA,FY23 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,Complete,9/28/2023,2/5/2024,7/22/2024,30000,43563.0,41415.0
2,M338,P.S. 51 - MANHATTAN,SCA CIP RESOA,FY20 RESO A ACCESSIBILITY,Design,Complete,10/1/2021,3/24/2022,7/15/2022,15052,29640.0,29640.0
2,M440,JAMES BALDWIN SCHOOL - MANHATTAN,SCA CIP,DEFECTIVE POOL FOUNDATION WALLS,Scope,Complete,6/17/2015,11/17/2015,6/22/2016,176680,154529.0,154529.0
2,M440,JAMES BALDWIN SCHOOL - MANHATTAN,SCA CIP,DEFECTIVE POOL FOUNDATION WALLS,Design,Complete,4/16/2019,10/18/2019,6/30/2020,883400,521017.0,480422.0
2,M440,JAMES BALDWIN SCHOOL - MANHATTAN,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,Scope,Complete,8/1/2018,12/18/2018,11/21/2018,98775,132497.0,132497.0
2,M440,JAMES BALDWIN SCHOOL - MANHATTAN,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,Design,Complete,2/6/2019,7/9/2019,9/18/2019,492101,415286.0,345032.0
2,M440,HUDSON HS OF LEARNING TECH - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,6/16/2020,10/15/2020,6/22/2020,3418,6911.0,6911.0
2,M440,HUDSON HS OF LEARNING TECH - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,6/22/2020,12/17/2020,12/23/2020,15380,27643.0,27643.0
2,M445,LOWER MANHATTAN ARTS - MANHATTAN,SCA CIP RESOA,FY21 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,7/5/2022,11/2/2022,11/2/2022,125400,121298.0,92493.0
